sampleId	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated	Sample
INDIV53_HUKAMAKO_2652_Dry2014	C. albicans	1090	0.9877461199	Decontaminated	TP	INDIV53
INDIV371_HUKAMAKO_2484_Dry2014	C. albicans	7871	0.9562078774	Decontaminated	TP	INDIV371
INDIV183_SENGELI_1510_Wet2014	C. goldi	1317	0.5785657306	Raw	FP	INDIV183
INDIV189_HUKAMAKO_1529_Wet2014	C. goldi	37931	0.4348902515	Raw	FP	INDIV189
INDIV197_HUKAMAKO_1563_Wet2014	C. goldi	2529	0.5318980565	Raw	FP	INDIV197
INDIV157_HUKAMAKO_1565_Wet2014	C. goldi	1831	0.5879199262	Raw	FP	INDIV157
INDIV305_GIDAMILANDA_1932_Dry2014	C. goldi	12895	0.4671830904	Raw	FP	INDIV305
INDIV157_HUKAMAKO_1607_Wet2014	C. goldi	4629	0.5285758035	Raw	FP	INDIV157
INDIV95_HUKAMAKO_1599_Wet2014	C. goldi	1512	0.5817894145	Raw	FP	INDIV95
INDIV187_HUKAMAKO_1597_Wet2014	C. goldi	2493	0.5505042086	Raw	FP	INDIV187
INDIV70_SENGELI_1128_Dry2013	C. goldi	11665	0.4860034608	Raw	FP	INDIV70
INDIV188_SENGELI_1586_Wet2014	C. goldi	3907	0.6152895544	Raw	FP	INDIV188
INDIV162_HUKAMAKO_1619_Wet2014	C. goldi	8096	0.5081668802	Raw	FP	INDIV162
INDIV33_ONOWAS_1054_Dry2013	C. goldi	10589	0.4800632365	Raw	FP	INDIV33
INDIV82_SENGELI_1152_Dry2013	C. goldi	3174	0.5384348666	Raw	FP	INDIV82
INDIV193_HUKAMAKO_1632_Wet2014	C. goldi	5863	0.5146282531	Raw	FP	INDIV193
INDIV162_HUKAMAKO_1633_Wet2014	C. goldi	3843	0.5507211382	Raw	FP	INDIV162
INDIV157_HUKAMAKO_1634_Wet2014	C. goldi	31862	0.4461361027	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	C. goldi	23744	0.4518212735	Raw	FP	INDIV93
INDIV186_HUKAMAKO_1629_Wet2014	C. goldi	2005	0.5558966496	Raw	FP	INDIV186
SAMPLE1651_HUKAMAKO_1651_Dry2014	C. goldi	1740	0.5996044506	Raw	FP	SAMPLE1651
INDIV58_SENGELI_1543_Wet2014	C. goldi	2301	0.5683157368	Raw	FP	INDIV58
INDIV85_SENGELI_1551_Wet2014	C. goldi	1383	0.5678607366	Raw	FP	INDIV85
INDIV84_SENGELI_1156_Dry2013	C. goldi	1793	0.5953684408	Raw	FP	INDIV84
INDIV85_SENGELI_1158_Dry2013	C. goldi	11251	0.4944400496	Raw	FP	INDIV85
INDIV26_MWAMUDU_1040_Dry2013	C. goldi	4218	0.5073555264	Raw	FP	INDIV26
INDIV81_SENGELI_1150_Dry2013	C. goldi	1038	0.6000312804	Raw	FP	INDIV81
INDIV158_HUKAMAKO_1528_Wet2014	C. goldi	7826	0.5094549717	Raw	FP	INDIV158
INDIV57_SENGELI_1539_Wet2014	C. goldi	1731	0.5889564345	Raw	FP	INDIV57
INDIV186_HUKAMAKO_1522_Wet2014	C. goldi	5292	0.5373272618	Raw	FP	INDIV186
INDIV258_MSAFIRI_1818_Dry2014	C. goldi	6486	0.516815999	Raw	FP	INDIV258
INDIV205_SAITOTI_1704_Dry2014	C. goldi	3925	0.5072358249	Raw	FP	INDIV205
INDIV262_MSAFIRI_1822_Dry2014	C. goldi	3617	0.5337415913	Raw	FP	INDIV262
INDIV254_MSAFIRI_1814_Dry2014	C. goldi	10584	0.485277864	Raw	FP	INDIV254
INDIV263_MSAFIRI_1823_Dry2014	C. goldi	31259	0.4413241287	Raw	FP	INDIV263
INDIV207_SAITOTI_1706_Dry2014	C. goldi	1108	0.5092963058	Raw	FP	INDIV207
INDIV208_SAITOTI_1707_Dry2014	C. goldi	22549	0.4282148344	Raw	FP	INDIV208
INDIV310_GIDAMILANDA_1938_Dry2014	C. goldi	14254	0.4770952213	Raw	FP	INDIV310
INDIV62_SENGELI_2152_Dry2014	C. goldi	1262	0.6262051507	Raw	FP	INDIV62
INDIV256_MSAFIRI_1834_Dry2014	C. goldi	6458	0.479835427	Raw	FP	INDIV256
INDIV255_MSAFIRI_1833_Dry2014	C. goldi	10689	0.4592973561	Raw	FP	INDIV255
INDIV270_HUKAMAKO_2201_Dry2014	C. goldi	1403	0.58500682	Raw	FP	INDIV270
INDIV228_ENDAMANGA_SCHOOL_1727_Dry2014	C. goldi	2497	0.5794464636	Raw	FP	INDIV228
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	C. goldi	10719	0.4858419657	Raw	FP	INDIV233
INDIV296_SENGELI_1976_Dry2014	C. goldi	1023	0.5878787928	Raw	FP	INDIV296
INDIV188_HUKAMAKO_1999_Dry2014	C. goldi	3971	0.5504089149	Raw	FP	INDIV188
INDIV280_HUKAMAKO_2261_Dry2014	C. goldi	22751	0.4512647482	Raw	FP	INDIV280
INDIV243_MWAMUDU_1742_Dry2014	C. goldi	1737	0.613112219	Raw	FP	INDIV243
INDIV281_BENJA_1769_Dry2014	C. goldi	1197	0.6311267467	Raw	FP	INDIV281
INDIV244_MWAMUDU_1743_Dry2014	C. goldi	1439	0.5986844168	Raw	FP	INDIV244
INDIV288_EZEKILI_1776_Dry2014	C. goldi	2547	0.5817862932	Raw	FP	INDIV288
INDIV291_EZEKILI_1779_Dry2014	C. goldi	4181	0.5440746246	Raw	FP	INDIV291
INDIV248_EZEKILI_1780_Dry2014	C. goldi	2176	0.5901877382	Raw	FP	INDIV248
INDIV295_GIDAMILANDA_1919_Dry2014	C. goldi	24033	0.4379052707	Raw	FP	INDIV295
INDIV296_GIDAMILANDA_1920_Dry2014	C. goldi	1950	0.5870520986	Raw	FP	INDIV296
INDIV288_DOMANGA_2327_Dry2014	C. goldi	7403	0.5098144111	Raw	FP	INDIV288
INDIV297_GIDAMILANDA_1921_Dry2014	C. goldi	3771	0.5491154898	Raw	FP	INDIV297
INDIV250_EZEKILI_1802_Dry2014	C. goldi	2568	0.5372032111	Raw	FP	INDIV250
INDIV253_MSAFIRI_1813_Dry2014	C. goldi	36079	0.4316387117	Raw	FP	INDIV253
INDIV360_SENGELI_2149_Dry2014	C. goldi	35856	0.4480989005	Raw	FP	INDIV360
INDIV352_SENGELI_2141_Dry2014	C. goldi	15456	0.4668812468	Raw	FP	INDIV352
INDIV95_HUKAMAKO_1184_Dry2013	C. goldi	2691	0.5550935639	Raw	FP	INDIV95
INDIV53_HUKAMAKO_2652_Dry2014	C. goldi	1173	0.5721987985	Raw	FP	INDIV53
INDIV130_KIPAMBA_1254_Dry2013	C. goldi	15995	0.4654706215	Raw	FP	INDIV130
INDIV428_GIDERU_2614_Dry2014	C. goldi	21770	0.4567713453	Raw	FP	INDIV428
INDIV143_KIPAMBA_1278_Dry2013	C. goldi	1723	0.5894983184	Raw	FP	INDIV143
INDIV133_KIPAMBA_1260_Dry2013	C. goldi	3181	0.5629481063	Raw	FP	INDIV133
INDIV269_HUKAMAKO_2487_Dry2014	C. goldi	12597	0.4724743958	Raw	FP	INDIV269
INDIV268_HUKAMAKO_2483_Dry2014	C. goldi	3204	0.539304637	Raw	FP	INDIV268
INDIV138_KIPAMBA_1268_Dry2013	C. goldi	3034	0.5404351291	Raw	FP	INDIV138
INDIV157_HUKAMAKO_1527_Wet2014	C. goldi	10494	0.4944798918	Raw	FP	INDIV157
INDIV280_SAIDI_1853_Dry2014	D. medinensis	1423	0.1383492516	Raw	FP	INDIV280
INDIV189_HUKAMAKO_1529_Wet2014	E. dispar	3150	0.1948472692	Raw	FP	INDIV189
INDIV305_GIDAMILANDA_1932_Dry2014	E. dispar	1079	0.2255449882	Raw	FP	INDIV305
INDIV70_SENGELI_1128_Dry2013	E. dispar	2232	0.7013384055	Raw	FP	INDIV70
INDIV33_ONOWAS_1054_Dry2013	E. dispar	1205	0.2988120033	Raw	FP	INDIV33
INDIV34_ONOWAS_1056_Dry2013	E. dispar	1207	0.9876476747	Raw	TP	INDIV34
INDIV157_HUKAMAKO_1634_Wet2014	E. dispar	2703	0.2036291582	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	E. dispar	4385	0.5502396339	Raw	FP	INDIV93
SAMPLE1650_HUKAMAKO_1650_Dry2014	E. dispar	1754	0.9684129757	Raw	TP	SAMPLE1650
INDIV97_HUKAMAKO_1188_Dry2013	E. dispar	1541	0.987566752	Raw	TP	INDIV97
INDIV101_HUKAMAKO_1198_Dry2013	E. dispar	1241	0.9881897563	Raw	TP	INDIV101
INDIV254_MSAFIRI_1814_Dry2014	E. dispar	1003	0.2257553244	Raw	FP	INDIV254
INDIV263_MSAFIRI_1823_Dry2014	E. dispar	2895	0.208593669	Raw	FP	INDIV263
INDIV208_SAITOTI_1707_Dry2014	E. dispar	2941	0.2097208962	Raw	FP	INDIV208
INDIV310_GIDAMILANDA_1938_Dry2014	E. dispar	1510	0.2135315013	Raw	FP	INDIV310
INDIV255_MSAFIRI_1833_Dry2014	E. dispar	1242	0.2437224069	Raw	FP	INDIV255
INDIV239_ENDAMANGA_SCHOOL_1738_Dry2014	E. dispar	1744	0.9861511093	Raw	TP	INDIV239
INDIV240_ENDAMANGA_SCHOOL_1739_Dry2014	E. dispar	1111	0.9863399206	Raw	TP	INDIV240
INDIV280_HUKAMAKO_2261_Dry2014	E. dispar	1939	0.2104203773	Raw	FP	INDIV280
INDIV295_GIDAMILANDA_1919_Dry2014	E. dispar	1908	0.2063164596	Raw	FP	INDIV295
INDIV371_HUKAMAKO_2333_Dry2014	E. dispar	1297	0.9885638635	Raw	TP	INDIV371
INDIV253_MSAFIRI_1813_Dry2014	E. dispar	3488	0.1914580206	Raw	FP	INDIV253
INDIV360_SENGELI_2149_Dry2014	E. dispar	2716	0.2085597459	Raw	FP	INDIV360
INDIV352_SENGELI_2141_Dry2014	E. dispar	1966	0.287303152	Raw	FP	INDIV352
INDIV130_KIPAMBA_1254_Dry2013	E. dispar	1311	0.224017124	Raw	FP	INDIV130
INDIV428_GIDERU_2614_Dry2014	E. dispar	1853	0.2079944018	Raw	FP	INDIV428
INDIV273_HUKAMAKO_2488_Dry2014	E. dispar	2546	0.9820061056	Raw	TP	INDIV273
INDIV275_HUKAMAKO_2489_Dry2014	E. dispar	3643	0.9771341395	Raw	TP	INDIV275
INDIV278_HUKAMAKO_2491_Dry2014	E. dispar	1397	0.9867144491	Raw	TP	INDIV278
INDIV279_HUKAMAKO_2492_Dry2014	E. dispar	2797	0.9801312435	Raw	TP	INDIV279
INDIV280_HUKAMAKO_2493_Dry2014	E. dispar	3163	0.9794719054	Raw	TP	INDIV280
INDIV70_SENGELI_1128_Dry2013	E. dispar	1299	0.9826371155	Decontaminated	TP	INDIV70
INDIV34_ONOWAS_1056_Dry2013	E. dispar	1206	0.9878591529	Decontaminated	TP	INDIV34
INDIV93_HUKAMAKO_1628_Wet2014	E. dispar	1759	0.9851937176	Decontaminated	TP	INDIV93
SAMPLE1650_HUKAMAKO_1650_Dry2014	E. dispar	1673	0.9860007805	Decontaminated	TP	SAMPLE1650
INDIV97_HUKAMAKO_1188_Dry2013	E. dispar	1543	0.9877536311	Decontaminated	TP	INDIV97
INDIV101_HUKAMAKO_1198_Dry2013	E. dispar	1242	0.9880439313	Decontaminated	TP	INDIV101
INDIV239_ENDAMANGA_SCHOOL_1738_Dry2014	E. dispar	1745	0.986306708	Decontaminated	TP	INDIV239
INDIV240_ENDAMANGA_SCHOOL_1739_Dry2014	E. dispar	1102	0.9875372554	Decontaminated	TP	INDIV240
INDIV371_HUKAMAKO_2333_Dry2014	E. dispar	1299	0.9885839252	Decontaminated	TP	INDIV371
INDIV273_HUKAMAKO_2488_Dry2014	E. dispar	2554	0.9815331115	Decontaminated	TP	INDIV273
INDIV275_HUKAMAKO_2489_Dry2014	E. dispar	3654	0.9768966505	Decontaminated	TP	INDIV275
INDIV278_HUKAMAKO_2491_Dry2014	E. dispar	1397	0.9867144491	Decontaminated	TP	INDIV278
INDIV279_HUKAMAKO_2492_Dry2014	E. dispar	2794	0.9802979239	Decontaminated	TP	INDIV279
INDIV280_HUKAMAKO_2493_Dry2014	E. dispar	3174	0.9790544463	Decontaminated	TP	INDIV280
INDIV183_SENGELI_1510_Wet2014	E. vermicularis	1076	0.5610433896	Raw	FP	INDIV183
INDIV189_HUKAMAKO_1529_Wet2014	E. vermicularis	19380	0.3921056565	Raw	FP	INDIV189
INDIV197_HUKAMAKO_1563_Wet2014	E. vermicularis	1448	0.4875986869	Raw	FP	INDIV197
INDIV157_HUKAMAKO_1565_Wet2014	E. vermicularis	1598	0.5252564165	Raw	FP	INDIV157
INDIV305_GIDAMILANDA_1932_Dry2014	E. vermicularis	6265	0.4362101676	Raw	FP	INDIV305
INDIV157_HUKAMAKO_1607_Wet2014	E. vermicularis	2934	0.5121884505	Raw	FP	INDIV157
INDIV95_HUKAMAKO_1599_Wet2014	E. vermicularis	1510	0.5395844138	Raw	FP	INDIV95
INDIV187_HUKAMAKO_1597_Wet2014	E. vermicularis	1574	0.5248672314	Raw	FP	INDIV187
INDIV70_SENGELI_1128_Dry2013	E. vermicularis	6606	0.4655407062	Raw	FP	INDIV70
INDIV188_SENGELI_1586_Wet2014	E. vermicularis	1487	0.5598168291	Raw	FP	INDIV188
INDIV162_HUKAMAKO_1619_Wet2014	E. vermicularis	6404	0.4837812699	Raw	FP	INDIV162
INDIV33_ONOWAS_1054_Dry2013	E. vermicularis	6046	0.447960314	Raw	FP	INDIV33
INDIV82_SENGELI_1152_Dry2013	E. vermicularis	1793	0.5225215037	Raw	FP	INDIV82
INDIV193_HUKAMAKO_1632_Wet2014	E. vermicularis	5399	0.4820586916	Raw	FP	INDIV193
INDIV162_HUKAMAKO_1633_Wet2014	E. vermicularis	3483	0.5233886754	Raw	FP	INDIV162
INDIV157_HUKAMAKO_1634_Wet2014	E. vermicularis	23312	0.4150234132	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	E. vermicularis	19056	0.4311450836	Raw	FP	INDIV93
INDIV186_HUKAMAKO_1629_Wet2014	E. vermicularis	2126	0.518316699	Raw	FP	INDIV186
INDIV95_HUKAMAKO_1630_Wet2014	E. vermicularis	1153	0.4811805364	Raw	FP	INDIV95
INDIV162_HUKAMAKO_1558_Wet2014	E. vermicularis	1641	0.4140613595	Raw	FP	INDIV162
SAMPLE1651_HUKAMAKO_1651_Dry2014	E. vermicularis	1287	0.5889680822	Raw	FP	SAMPLE1651
INDIV58_SENGELI_1543_Wet2014	E. vermicularis	2017	0.5127510946	Raw	FP	INDIV58
INDIV85_SENGELI_1158_Dry2013	E. vermicularis	6282	0.4716565875	Raw	FP	INDIV85
INDIV26_MWAMUDU_1040_Dry2013	E. vermicularis	2527	0.5037325486	Raw	FP	INDIV26
INDIV158_HUKAMAKO_1528_Wet2014	E. vermicularis	4434	0.4946431125	Raw	FP	INDIV158
INDIV57_SENGELI_1539_Wet2014	E. vermicularis	1518	0.5375295853	Raw	FP	INDIV57
INDIV186_HUKAMAKO_1522_Wet2014	E. vermicularis	3726	0.5129744833	Raw	FP	INDIV186
INDIV258_MSAFIRI_1818_Dry2014	E. vermicularis	3885	0.4870962597	Raw	FP	INDIV258
INDIV205_SAITOTI_1704_Dry2014	E. vermicularis	3965	0.4950328317	Raw	FP	INDIV205
INDIV262_MSAFIRI_1822_Dry2014	E. vermicularis	2803	0.500563834	Raw	FP	INDIV262
INDIV254_MSAFIRI_1814_Dry2014	E. vermicularis	5583	0.4543797237	Raw	FP	INDIV254
INDIV263_MSAFIRI_1823_Dry2014	E. vermicularis	22993	0.4171792141	Raw	FP	INDIV263
INDIV208_SAITOTI_1707_Dry2014	E. vermicularis	17583	0.4125313532	Raw	FP	INDIV208
INDIV310_GIDAMILANDA_1938_Dry2014	E. vermicularis	9563	0.4469569508	Raw	FP	INDIV310
INDIV62_SENGELI_2152_Dry2014	E. vermicularis	1041	0.5730333451	Raw	FP	INDIV62
INDIV256_MSAFIRI_1834_Dry2014	E. vermicularis	5577	0.469228183	Raw	FP	INDIV256
INDIV255_MSAFIRI_1833_Dry2014	E. vermicularis	8003	0.4538847616	Raw	FP	INDIV255
INDIV280_SAIDI_1853_Dry2014	E. vermicularis	3268	0.356576274	Raw	FP	INDIV280
INDIV228_ENDAMANGA_SCHOOL_1727_Dry2014	E. vermicularis	1652	0.5527274701	Raw	FP	INDIV228
INDIV239_ENDAMANGA_SCHOOL_1738_Dry2014	E. vermicularis	2847	0.9961813591	Raw	TP	INDIV239
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	E. vermicularis	5254	0.4783903688	Raw	FP	INDIV233
INDIV188_HUKAMAKO_1999_Dry2014	E. vermicularis	2693	0.523254899	Raw	FP	INDIV188
INDIV280_HUKAMAKO_2261_Dry2014	E. vermicularis	12780	0.4276644717	Raw	FP	INDIV280
INDIV288_EZEKILI_1776_Dry2014	E. vermicularis	1553	0.5546304409	Raw	FP	INDIV288
INDIV291_EZEKILI_1779_Dry2014	E. vermicularis	3091	0.5172708017	Raw	FP	INDIV291
INDIV248_EZEKILI_1780_Dry2014	E. vermicularis	1296	0.5660090141	Raw	FP	INDIV248
INDIV295_GIDAMILANDA_1919_Dry2014	E. vermicularis	11546	0.4271721795	Raw	FP	INDIV295
INDIV296_GIDAMILANDA_1920_Dry2014	E. vermicularis	1000	0.5455297789	Raw	FP	INDIV296
INDIV288_DOMANGA_2327_Dry2014	E. vermicularis	3656	0.4853662582	Raw	FP	INDIV288
INDIV297_GIDAMILANDA_1921_Dry2014	E. vermicularis	2968	0.5104824791	Raw	FP	INDIV297
INDIV250_EZEKILI_1802_Dry2014	E. vermicularis	1772	0.5070631989	Raw	FP	INDIV250
INDIV253_MSAFIRI_1813_Dry2014	E. vermicularis	20814	0.3977663869	Raw	FP	INDIV253
INDIV360_SENGELI_2149_Dry2014	E. vermicularis	20551	0.4172292676	Raw	FP	INDIV360
INDIV352_SENGELI_2141_Dry2014	E. vermicularis	10380	0.4341826096	Raw	FP	INDIV352
INDIV95_HUKAMAKO_1184_Dry2013	E. vermicularis	1529	0.5300713788	Raw	FP	INDIV95
INDIV130_KIPAMBA_1254_Dry2013	E. vermicularis	8136	0.445063194	Raw	FP	INDIV130
INDIV428_GIDERU_2614_Dry2014	E. vermicularis	14029	0.4286875368	Raw	FP	INDIV428
INDIV133_KIPAMBA_1260_Dry2013	E. vermicularis	2086	0.5305484897	Raw	FP	INDIV133
INDIV269_HUKAMAKO_2487_Dry2014	E. vermicularis	6874	0.451145355	Raw	FP	INDIV269
INDIV268_HUKAMAKO_2483_Dry2014	E. vermicularis	3729	0.4981717566	Raw	FP	INDIV268
INDIV138_KIPAMBA_1268_Dry2013	E. vermicularis	1715	0.5227195692	Raw	FP	INDIV138
INDIV157_HUKAMAKO_1527_Wet2014	E. vermicularis	7174	0.471240969	Raw	FP	INDIV157
INDIV239_ENDAMANGA_SCHOOL_1738_Dry2014	E. vermicularis	2839	0.9962306558	Decontaminated	TP	INDIV239
INDIV185_SENGELI_1518_Wet2014	E. bieneusi	1209	0.2988371035	Raw	FP	INDIV185
INDIV189_HUKAMAKO_1529_Wet2014	E. bieneusi	4290	0.3423240204	Raw	FP	INDIV189
INDIV188_SENGELI_1545_Wet2014	E. bieneusi	1931	0.3208569785	Raw	FP	INDIV188
INDIV95_HUKAMAKO_1560_Wet2014	E. bieneusi	1197	0.2543889774	Raw	FP	INDIV95
INDIV305_GIDAMILANDA_1932_Dry2014	E. bieneusi	1631	0.2973152933	Raw	FP	INDIV305
INDIV62_SENGELI_1112_Dry2013	E. bieneusi	1531	0.3131835813	Raw	FP	INDIV62
INDIV70_SENGELI_1594_Wet2014	E. bieneusi	1013	0.2879522638	Raw	FP	INDIV70
INDIV157_HUKAMAKO_1607_Wet2014	E. bieneusi	1020	0.3492862218	Raw	FP	INDIV157
INDIV62_SENGELI_1593_Wet2014	E. bieneusi	1125	0.2908503446	Raw	FP	INDIV62
INDIV85_SENGELI_1589_Wet2014	E. bieneusi	1011	0.2512780136	Raw	FP	INDIV85
INDIV193_HUKAMAKO_1603_Wet2014	E. bieneusi	1125	0.2970684973	Raw	FP	INDIV193
INDIV70_SENGELI_1128_Dry2013	E. bieneusi	3430	0.2989587711	Raw	FP	INDIV70
INDIV181_SENGELI_1581_Wet2014	E. bieneusi	1097	0.2608850047	Raw	FP	INDIV181
INDIV196_HUKAMAKO_1621_Wet2014	E. bieneusi	1605	0.2789701323	Raw	FP	INDIV196
INDIV57_SENGELI_1578_Wet2014	E. bieneusi	1365	0.2823785038	Raw	FP	INDIV57
INDIV157_HUKAMAKO_1634_Wet2014	E. bieneusi	1363	0.3361970639	Raw	FP	INDIV157
INDIV93_HUKAMAKO_1628_Wet2014	E. bieneusi	1737	0.355327398	Raw	FP	INDIV93
INDIV193_HUKAMAKO_1564_Wet2014	E. bieneusi	1441	0.3400793678	Raw	FP	INDIV193
INDIV57_SENGELI_1102_Dry2013	E. bieneusi	1363	0.2827580536	Raw	FP	INDIV57
SAMPLE1640_SENGELI_1640_Dry2014	E. bieneusi	1919	0.3074795054	Raw	FP	SAMPLE1640
SAMPLE1650_HUKAMAKO_1650_Dry2014	E. bieneusi	1822	0.3341610638	Raw	FP	SAMPLE1650
SAMPLE1651_HUKAMAKO_1651_Dry2014	E. bieneusi	2096	0.3053518733	Raw	FP	SAMPLE1651
SAMPLE1660_SENGELI_1660_Dry2014	E. bieneusi	1776	0.3154075823	Raw	FP	SAMPLE1660
SAMPLE1662_SENGELI_1662_Dry2014	E. bieneusi	2076	0.3473432706	Raw	FP	SAMPLE1662
INDIV181_SENGELI_1541_Wet2014	E. bieneusi	1159	0.2573126006	Raw	FP	INDIV181
INDIV89_SENGELI_1166_Dry2013	E. bieneusi	1092	0.3165570027	Raw	FP	INDIV89
INDIV81_SENGELI_1150_Dry2013	E. bieneusi	1107	0.266768763	Raw	FP	INDIV81
INDIV180_SENGELI_1540_Wet2014	E. bieneusi	1026	0.3023662121	Raw	FP	INDIV180
INDIV93_HUKAMAKO_1531_Wet2014	E. bieneusi	1192	0.3347858271	Raw	FP	INDIV93
INDIV158_HUKAMAKO_1528_Wet2014	E. bieneusi	2472	0.3631957212	Raw	FP	INDIV158
INDIV162_HUKAMAKO_1526_Wet2014	E. bieneusi	1449	0.3381542604	Raw	FP	INDIV162
INDIV197_HUKAMAKO_1525_Wet2014	E. bieneusi	2401	0.3144133046	Raw	FP	INDIV197
INDIV186_HUKAMAKO_1522_Wet2014	E. bieneusi	1345	0.3964354292	Raw	FP	INDIV186
INDIV100_HUKAMAKO_1196_Dry2013	E. bieneusi	1206	0.3089481496	Raw	FP	INDIV100
INDIV57_SENGELI_1506_Wet2014	E. bieneusi	1011	0.29721697	Raw	FP	INDIV57
INDIV180_SENGELI_1504_Wet2014	E. bieneusi	1146	0.2984360722	Raw	FP	INDIV180
INDIV204_SAITOTI_1703_Dry2014	E. bieneusi	1027	0.3127601167	Raw	FP	INDIV204
INDIV254_MSAFIRI_1814_Dry2014	E. bieneusi	1540	0.3363078686	Raw	FP	INDIV254
INDIV263_MSAFIRI_1823_Dry2014	E. bieneusi	2216	0.3264587693	Raw	FP	INDIV263
INDIV207_SAITOTI_1706_Dry2014	E. bieneusi	1253	0.3011231407	Raw	FP	INDIV207
INDIV208_SAITOTI_1707_Dry2014	E. bieneusi	1373	0.2288068025	Raw	FP	INDIV208
INDIV256_MSAFIRI_1816_Dry2014	E. bieneusi	1563	0.3099253589	Raw	FP	INDIV256
INDIV310_GIDAMILANDA_1938_Dry2014	E. bieneusi	2166	0.3223483344	Raw	FP	INDIV310
INDIV313_GIDAMILANDA_1942_Dry2014	E. bieneusi	1029	0.3004783229	Raw	FP	INDIV313
INDIV209_SAITOTI_1708_Dry2014	E. bieneusi	1338	0.3250461224	Raw	FP	INDIV209
INDIV255_MSAFIRI_1833_Dry2014	E. bieneusi	1261	0.2247170395	Raw	FP	INDIV255
INDIV95_HUKAMAKO_2185_Dry2014	E. bieneusi	1105	0.3282125134	Raw	FP	INDIV95
INDIV306_SENGELI_2182_Dry2014	E. bieneusi	1358	0.2589460155	Raw	FP	INDIV306
INDIV228_ENDAMANGA_SCHOOL_1727_Dry2014	E. bieneusi	2215	0.3322083689	Raw	FP	INDIV228
INDIV231_ENDAMANGA_SCHOOL_1730_Dry2014	E. bieneusi	1218	0.2903494153	Raw	FP	INDIV231
INDIV271_SAIDI_1866_Dry2014	E. bieneusi	1119	0.3403857798	Raw	FP	INDIV271
INDIV221_SAITOTI_1720_Dry2014	E. bieneusi	1025	0.2923579444	Raw	FP	INDIV221
INDIV159_HUKAMAKO_2233_Dry2014	E. bieneusi	1326	0.3336473867	Raw	FP	INDIV159
INDIV240_ENDAMANGA_SCHOOL_1739_Dry2014	E. bieneusi	1250	0.282810931	Raw	FP	INDIV240
INDIV241_ENDAMANGA_SCHOOL_1740_Dry2014	E. bieneusi	1092	0.2961256103	Raw	FP	INDIV241
INDIV233_ENDAMANGA_SCHOOL_1732_Dry2014	E. bieneusi	1182	0.4197659588	Raw	FP	INDIV233
INDIV234_ENDAMANGA_SCHOOL_1733_Dry2014	E. bieneusi	1003	0.3157560338	Raw	FP	INDIV234
INDIV236_ENDAMANGA_SCHOOL_1735_Dry2014	E. bieneusi	1324	0.2823691529	Raw	FP	INDIV236
INDIV97_HUKAMAKO_2273_Dry2014	E. bieneusi	1889	0.3220869019	Raw	FP	INDIV97
INDIV197_HUKAMAKO_2277_Dry2014	E. bieneusi	1319	0.325064603	Raw	FP	INDIV197
INDIV280_HUKAMAKO_2261_Dry2014	E. bieneusi	2003	0.2897067358	Raw	FP	INDIV280
INDIV243_MWAMUDU_1742_Dry2014	E. bieneusi	1175	0.3512070877	Raw	FP	INDIV243
INDIV244_MWAMUDU_1743_Dry2014	E. bieneusi	2292	0.294098373	Raw	FP	INDIV244
INDIV34_GIDAMILANDA_1914_Dry2014	E. bieneusi	1097	0.322288525	Raw	FP	INDIV34
INDIV288_EZEKILI_1776_Dry2014	E. bieneusi	1874	0.3722702206	Raw	FP	INDIV288
INDIV35_GIDAMILANDA_1915_Dry2014	E. bieneusi	1105	0.2829536726	Raw	FP	INDIV35
INDIV295_GIDAMILANDA_1919_Dry2014	E. bieneusi	2336	0.259816639	Raw	FP	INDIV295
INDIV296_GIDAMILANDA_1920_Dry2014	E. bieneusi	2354	0.3197637975	Raw	FP	INDIV296
INDIV285_EZEKILI_1773_Dry2014	E. bieneusi	1073	0.3248676269	Raw	FP	INDIV285
INDIV93_HUKAMAKO_2317_Dry2014	E. bieneusi	1086	0.2807264016	Raw	FP	INDIV93
INDIV306_GIDAMILANDA_1933_Dry2014	E. bieneusi	1073	0.2649031044	Raw	FP	INDIV306
INDIV253_MSAFIRI_1813_Dry2014	E. bieneusi	2024	0.2959708992	Raw	FP	INDIV253
INDIV360_SENGELI_2149_Dry2014	E. bieneusi	3424	0.339352512	Raw	FP	INDIV360
INDIV361_SENGELI_2150_Dry2014	E. bieneusi	1037	0.3189313805	Raw	FP	INDIV361
INDIV162_HUKAMAKO_2355_Dry2014	E. bieneusi	1087	0.3424300581	Raw	FP	INDIV162
INDIV352_SENGELI_2141_Dry2014	E. bieneusi	1821	0.3142979612	Raw	FP	INDIV352
INDIV185_HUKAMAKO_2661_Dry2014	E. bieneusi	1195	0.3174429915	Raw	FP	INDIV185
INDIV172_KIPAMBA_1344_Dry2013	E. bieneusi	1904	0.2803262113	Raw	FP	INDIV172
INDIV95_HUKAMAKO_1184_Dry2013	E. bieneusi	1628	0.308131796	Raw	FP	INDIV95
