Dataset	sampleId	taxNameSpecies_old	taxNameSpecies	nReads	covPosRelEntropy1000	Database	Authenticated
Human	Zape_29	Thermothelomyces_thermophilus	T. thermophilus	1016	0.9055078262	Decontaminated	TP
Human	Zape_29	Thermothelomyces_thermophilus	T. thermophilus	1030	0.9036797412	Raw	TP
Dogs	cop_JBG10	Toxascaris_leonina	T. leonina	2153	0.7691203768	Decontaminated	FP
Dogs	cop_JBG10	Toxascaris_leonina	T. leonina	3245	0.7585634061	Raw	FP
Dogs	cop_JBG16	Toxascaris_leonina	T. leonina	21977	0.6366225645	Raw	FP
Dogs	cop_JBG16	Toxascaris_leonina	T. leonina	14945	0.6341571752	Decontaminated	FP
Dogs	cop_JBG462	Toxascaris_leonina	T. leonina	2226	0.7662065479	Raw	FP
Dogs	cop_JBG462	Toxascaris_leonina	T. leonina	1540	0.7628893996	Decontaminated	FP
Hallstatt	HS2604	Toxascaris_leonina	T. leonina	3231	0.726118457	Decontaminated	FP
Hallstatt	HS2604	Toxascaris_leonina	T. leonina	4657	0.7256039762	Raw	FP
Human	MAM001	Toxascaris_leonina	T. leonina	3566	0.7296304929	Decontaminated	FP
Human	MAM001	Toxascaris_leonina	T. leonina	5471	0.7252945529	Raw	FP
Human	RGA001	Toxascaris_leonina	T. leonina	1975	0.7725354131	Decontaminated	FP
Human	RGA001	Toxascaris_leonina	T. leonina	3111	0.7589073766	Raw	FP
Dogs	YRK001	Toxascaris_leonina	T. leonina	1686	0.8175148643	Decontaminated	NA
Dogs	YRK001	Toxascaris_leonina	T. leonina	2373	0.8164511219	Raw	NA
Dogs	cop_JBG29	Toxocara_canis	T. canis	2406	0.7422990547	Raw	FP
Hallstatt	HS2604	Toxocara_canis	T. canis	36848	0.5356624422	Raw	FP
Hallstatt	HS2611	Toxocara_canis	T. canis	43786	0.5528547956	Raw	FP
Iceman	Iceman	Toxocara_canis	T. canis	224612	0.4897032522	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	Toxocara_canis	T. canis	105962	0.5189158061	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_I_1036	Toxocara_canis	T. canis	2758	0.731500008	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_II_1036	Toxocara_canis	T. canis	2984	0.721454012	Raw	FP
Iceman	Iceman_Stomach_corpus_content_II_1054	Toxocara_canis	T. canis	4145	0.7136489962	Raw	FP
Dogs	Solarolo	Toxocara_canis	T. canis	12563	0.6389812258	Raw	FP
Dogs	Zape2	Toxocara_canis	T. canis	16345	0.6137239633	Raw	FP
Human	Zape2	Toxocara_canis	T. canis	1085	0.2677897725	Raw	FP
Dogs	cop_JBG16	Toxocara_canis	T. canis	25980	0.8190460148	Raw	NA
Iceman	Iceman_Stomach_corpus_content_I_1054	Toxocara_canis	T. canis	1160	0.8152919142	Raw	NA
Dogs	cop_JBG16	Toxocara_canis	T. canis	12947	0.9836075839	Decontaminated	TP
Iceman	Iceman	Toxoplasma_gondii	T. gondii	3370	0.398291636	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	Toxoplasma_gondii	T. gondii	1417	0.3265647459	Raw	FP
Hallstatt	HS2604	Trichinella_patagoniensis	T. patagoniensis	19869	0.4775842467	Raw	FP
Hallstatt	HS2604	Trichinella_patagoniensis	T. patagoniensis	1435	0.2598722259	Decontaminated	FP
Hallstatt	HS2610	Trichinella_patagoniensis	T. patagoniensis	1721	0.5355684385	Raw	FP
Iceman	Iceman	Trichinella_patagoniensis	T. patagoniensis	11870	0.4950061597	Raw	FP
Iceman	Iceman	Trichinella_patagoniensis	T. patagoniensis	1048	0.2551402589	Decontaminated	FP
Iceman	Iceman_Large_intestine_lower_part_225	Trichinella_patagoniensis	T. patagoniensis	2515	0.565526769	Raw	FP
Iceman	Iceman_Small_intestine_1063	Trichinella_patagoniensis	T. patagoniensis	1301	0.6094456759	Raw	FP
Iceman	Iceman_Stomach_antrum_content_1051	Trichinella_patagoniensis	T. patagoniensis	2405	0.5631488702	Raw	FP
Iceman	Iceman_Stomach_antrum_surface_1051	Trichinella_patagoniensis	T. patagoniensis	2638	0.557430864	Raw	FP
Iceman	Iceman_Stomach_corpus_content_I_1054	Trichinella_patagoniensis	T. patagoniensis	4033	0.52874238	Raw	FP
Iceman	Iceman_Stomach_corpus_content_II_1054	Trichinella_patagoniensis	T. patagoniensis	9743	0.4965538594	Raw	FP
Iceman	Iceman_Stomach_corpus_surface_1054	Trichinella_patagoniensis	T. patagoniensis	1016	0.6169062727	Raw	FP
Hallstatt	HS2604	Trichophyton_mentagrophytes	T. mentagrophytes	2336	0.4399041298	Raw	FP
Human	UT43	Trichophyton_mentagrophytes	T. mentagrophytes	1087	0.4647033236	Raw	FP
Human	Zape_29	Trichophyton_mentagrophytes	T. mentagrophytes	12495	0.3580422811	Raw	FP
Human	Zape2	Trichophyton_mentagrophytes	T. mentagrophytes	10868	0.3621855142	Raw	FP
Dogs	Zape2	Trichophyton_mentagrophytes	T. mentagrophytes	7611	0.3615018461	Raw	FP
Human	Zape3	Trichophyton_mentagrophytes	T. mentagrophytes	2390	0.4202098588	Raw	FP
Human	BRS2	Trichuris_trichiura	T. trichiura	14256	0.6887164878	Raw	FP
Human	BRS4	Trichuris_trichiura	T. trichiura	28275	0.6511084585	Raw	FP
Dogs	cop_JBG16	Trichuris_trichiura	T. trichiura	12808	0.6828207209	Raw	FP
Dogs	cop_JBG29	Trichuris_trichiura	T. trichiura	4782	0.753851313	Raw	FP
Dogs	cop_JBG462	Trichuris_trichiura	T. trichiura	1296	0.6178511804	Raw	FP
Human	Coprolite_14	Trichuris_trichiura	T. trichiura	14794	0.3336929242	Raw	FP
Human	Coprolite_16	Trichuris_trichiura	T. trichiura	14301	0.3196123896	Raw	FP
Human	Coprolite_19	Trichuris_trichiura	T. trichiura	8693	0.330187454	Raw	FP
Hallstatt	HS2604	Trichuris_trichiura	T. trichiura	79959	0.592772935	Raw	FP
Hallstatt	HS2610	Trichuris_trichiura	T. trichiura	1952	0.4160127767	Decontaminated	FP
Hallstatt	HS2610	Trichuris_trichiura	T. trichiura	11571	0.3644959285	Raw	FP
Hallstatt	HS2611	Trichuris_trichiura	T. trichiura	2444	0.455119861	Decontaminated	FP
Hallstatt	HS2611	Trichuris_trichiura	T. trichiura	20548	0.4351395674	Raw	FP
Hallstatt	HS2612	Trichuris_trichiura	T. trichiura	24908	0.4088641512	Raw	FP
Iceman	Iceman	Trichuris_trichiura	T. trichiura	6488	0.468179387	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	Trichuris_trichiura	T. trichiura	1274	0.574765785	Raw	FP
Human	RGA001	Trichuris_trichiura	T. trichiura	2378	0.7195618377	Raw	FP
Dogs	Solarolo	Trichuris_trichiura	T. trichiura	7976	0.4319858438	Raw	FP
Human	UT30	Trichuris_trichiura	T. trichiura	22653	0.3579031594	Raw	FP
Human	UT30	Trichuris_trichiura	T. trichiura	1654	0.1298432276	Decontaminated	FP
Human	UT43	Trichuris_trichiura	T. trichiura	31614	0.6381586639	Raw	FP
Dogs	YRK001	Trichuris_trichiura	T. trichiura	11987	0.6931253443	Raw	FP
Human	Zape_23	Trichuris_trichiura	T. trichiura	21732	0.6046910476	Raw	FP
Human	Zape_25	Trichuris_trichiura	T. trichiura	9480	0.315376473	Raw	FP
Human	Zape_27	Trichuris_trichiura	T. trichiura	7548	0.3540623414	Raw	FP
Human	Zape_29	Trichuris_trichiura	T. trichiura	348160	0.6008275981	Raw	FP
Human	Zape_31	Trichuris_trichiura	T. trichiura	14936	0.3251062372	Raw	FP
Human	Zape1	Trichuris_trichiura	T. trichiura	37202	0.5456760145	Raw	FP
Human	Zape1	Trichuris_trichiura	T. trichiura	1007	0.1634249771	Decontaminated	FP
Human	Zape2	Trichuris_trichiura	T. trichiura	452726	0.620190595	Raw	FP
Dogs	Zape2	Trichuris_trichiura	T. trichiura	227852	0.5957179297	Raw	FP
Human	Zape2	Trichuris_trichiura	T. trichiura	2304	0.2029596432	Decontaminated	FP
Human	Zape28	Trichuris_trichiura	T. trichiura	18846	0.3621486991	Raw	FP
Human	Zape28	Trichuris_trichiura	T. trichiura	2279	0.2028634419	Decontaminated	FP
Human	Zape3	Trichuris_trichiura	T. trichiura	91804	0.5866228261	Raw	FP
Human	Zape5	Trichuris_trichiura	T. trichiura	18282	0.3579834571	Raw	FP
Human	Zape5	Trichuris_trichiura	T. trichiura	1277	0.007816743899	Decontaminated	FP
Human	BRS3	Trichuris_trichiura	T. trichiura	2851	0.8064362397	Raw	NA
Hallstatt	HS2604	Trichuris_trichiura	T. trichiura	2978	0.9356720801	Decontaminated	TP
Human	MAM001	Trichuris_trichiura	T. trichiura	1550	0.9735808164	Decontaminated	TP
Human	MAM001	Trichuris_trichiura	T. trichiura	2017	0.9435930545	Raw	TP
Iceman	Iceman	Trypanosoma_congolense	T. congolense	7613	0.3557519087	Raw	FP
Iceman	Iceman_Large_intestine_lower_part_225	Trypanosoma_congolense	T. congolense	1677	0.382266406	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_I_1036	Trypanosoma_congolense	T. congolense	4584	0.3449312446	Raw	FP
Iceman	Iceman_Large_intestine_upper_part_II_1036	Trypanosoma_congolense	T. congolense	4825	0.3475126393	Raw	FP
Iceman	Iceman_Muscle_tissue_Muscle_1_and_2	Trypanosoma_congolense	T. congolense	3123	0.3475931097	Raw	FP
Iceman	Iceman_Small_intestine_1063	Trypanosoma_congolense	T. congolense	3144	0.3375699867	Raw	FP
Iceman	Iceman_Stomach_antrum_content_1051	Trypanosoma_congolense	T. congolense	2181	0.3454169792	Raw	FP
Iceman	Iceman_Stomach_antrum_surface_1051	Trypanosoma_congolense	T. congolense	3490	0.3374766442	Raw	FP
Iceman	Iceman_Stomach_corpus_content_I_1054	Trypanosoma_congolense	T. congolense	2603	0.3453589892	Raw	FP
Iceman	Iceman_Stomach_corpus_content_II_1054	Trypanosoma_congolense	T. congolense	2164	0.3563079577	Raw	FP
Iceman	Iceman_Stomach_corpus_surface_1054	Trypanosoma_congolense	T. congolense	3367	0.3390313734	Raw	FP
