div	top_tax_name	contamination
anml:amphibians	Carlito syrichta	1394
anml:amphibians	Geotrypetes seraphini	56944
anml:amphibians	Nanorana parkeri	49183
anml:amphibians	Rana temporaria	69512
anml:amphibians	Xenopus laevis	527587
anml:amphibians	Xenopus tropicalis	80740
anml:amphibians	n/a	63464
anml:basal metazoans	Cristatella mucedo	9609
anml:basal metazoans	Hydra vulgaris	473287
anml:basal metazoans	Membranipora membranacea	1390
anml:basal metazoans	Orbicella faveolata	3243
anml:basal metazoans	Styela clava	37096
anml:basal metazoans	Thelohanellus kitauei	1720
anml:basal metazoans	Xenia sp. Carnegie-2017	1157
anml:basal metazoans	n/a	3037
anml:birds	Acanthisitta chloris	2490
anml:birds	Antrostomus carolinensis	1008
anml:birds	Gallus gallus	83218
anml:birds	Manacus vitellinus	1034
anml:birds	Opisthocomus hoazin	697
anml:birds	Struthio camelus	1176
anml:birds	Taeniopygia guttata	236116
anml:birds	n/a	502
anml:crustaceans	Armadillidium nasatum	112050
anml:crustaceans	Daphnia magna	96249
anml:crustaceans	Eriocheir sinensis	49022
anml:crustaceans	Eurytemora affinis	3683
anml:crustaceans	Homarus americanus	44647
anml:crustaceans	Hyalella azteca	13930
anml:crustaceans	Lepeophtheirus salmonis	35692
anml:crustaceans	Penaeus japonicus	10695
anml:crustaceans	Penaeus monodon	15681
anml:crustaceans	Portunus trituberculatus	81489
anml:crustaceans	Procambarus clarkii	152151
anml:crustaceans	n/a	1915
anml:echinoderms	Chiridota heheva	3107
anml:echinoderms	Patiria miniata	8259
anml:echinoderms	Saccoglossus kowalevskii	3583
anml:echinoderms	n/a	1774
anml:fishes	Acipenser ruthenus	12080
anml:fishes	Alosa sapidissima	38360
anml:fishes	Amblyraja radiata	19698
anml:fishes	Anguilla anguilla	30474
anml:fishes	Astyanax mexicanus	128764
anml:fishes	Branchiostoma belcheri	603
anml:fishes	Branchiostoma floridae	12884
anml:fishes	Brienomyrus brachyistius	17478
anml:fishes	Callorhinchus milii	54370
anml:fishes	Carcharodon carcharias	1168295
anml:fishes	Chanos chanos	14203
anml:fishes	Danio rerio	280035
anml:fishes	Denticeps clupeoides	1950
anml:fishes	Electrophorus electricus	8696
anml:fishes	Erpetoichthys calabaricus	578080
anml:fishes	Esox lucius	18032
anml:fishes	Gadus morhua	5215
anml:fishes	Gambusia affinis	32382
anml:fishes	Gouania willdenowi	77645
anml:fishes	Hippocampus zosterae	3586
anml:fishes	Hypomesus transpacificus	23902
anml:fishes	Larimichthys crocea	17881
anml:fishes	Latimeria chalumnae	2622
anml:fishes	Lepisosteus oculatus	29007
anml:fishes	Myxocyprinus asiaticus	16430
anml:fishes	Oryzias latipes	11529
anml:fishes	Pangasianodon hypophthalmus	12164
anml:fishes	Periophthalmus magnuspinnatus	53986
anml:fishes	Petromyzon marinus	304577
anml:fishes	Rana temporaria	2715
anml:fishes	Salmo salar	520266
anml:fishes	Scleropages formosus	21312
anml:fishes	Takifugu rubripes	17787
anml:fishes	Thalassophryne amazonica	33712
anml:fishes	n/a	474645
anml:insects	Acyrthosiphon pisum	351
anml:insects	Aedes aegypti	28717
anml:insects	Aedes albopictus	18580
anml:insects	Aethina tumida	601
anml:insects	Agrilus planipennis	77431
anml:insects	Agrypnia vestita	995
anml:insects	Anopheles coluzzii	626
anml:insects	Anopheles darlingi	669
anml:insects	Anopheles maculipalpis	3700
anml:insects	Anoplophora glabripennis	633
anml:insects	Apis cerana	875
anml:insects	Bactrocera dorsalis	3227
anml:insects	Belonocnema kinseyi	3184
anml:insects	Bombyx mori	22676
anml:insects	Bradysia coprophila	531
anml:insects	Cataglyphis hispanica	12625
anml:insects	Centruroides sculpturatus	27807
anml:insects	Cephus cinctus	3572
anml:insects	Ceratina calcarata	1293
anml:insects	Ceratitis capitata	2140
anml:insects	Chrysoperla carnea	3155
anml:insects	Colias croceus	24539
anml:insects	Colletes gigas	11865
anml:insects	Copidosoma floridanum	54906
anml:insects	Cotesia glomerata	1626
anml:insects	Cryptotermes secundus	20642
anml:insects	Ctenocephalides felis	49900
anml:insects	Culex quinquefasciatus	110995
anml:insects	Cyphomyrmex costatus	2638
anml:insects	Daktulosphaira vitifoliae	3070
anml:insects	Danaus plexippus	586
anml:insects	Dermatophagoides farinae	3149
anml:insects	Dermatophagoides pteronyssinus	46595
anml:insects	Diabrotica virgifera	1211
anml:insects	Diachasma alloeum	2994
anml:insects	Dinoponera quadriceps	16139
anml:insects	Drosophila eugracilis	3287
anml:insects	Drosophila mojavensis	5535
anml:insects	Drosophila virilis	523
anml:insects	Drosophila willistoni	305
anml:insects	Ericerus pela	48308
anml:insects	Galleria mellonella	2534
anml:insects	Glossina fuscipes	1206
anml:insects	Habropoda laboriosa	3842
anml:insects	Harpegnathos saltator	25050
anml:insects	Hermetia illucens	3250
anml:insects	Hesperophylax magnus	20739
anml:insects	Ixodes scapularis	2367
anml:insects	Leguminivora glycinivorella	2352
anml:insects	Leptinotarsa decemlineata	6153
anml:insects	Leptopilina boulardi	976
anml:insects	Leptopilina heterotoma	5165
anml:insects	Limnephilus marmoratus	1901
anml:insects	Limulus polyphemus	23304
anml:insects	Lucilia sericata	3964
anml:insects	Megachile rotundata	2383
anml:insects	Melitaea cinxia	2509
anml:insects	Myzus persicae	20783
anml:insects	Neodiprion lecontei	15729
anml:insects	Nylanderia fulva	2375
anml:insects	Nymphalis io	252
anml:insects	Odontomachus brunneus	59726
anml:insects	Ooceraea biroi	240
anml:insects	Ostrinia furnacalis	264920
anml:insects	Parasteatoda tepidariorum	7057
anml:insects	Phenacoccus solenopsis	12749
anml:insects	Photinus pyralis	1482
anml:insects	Polistes dominula	25821
anml:insects	Pseudomyrmex gracilis	7516
anml:insects	Rhagoletis zephyria	5308
anml:insects	Rhipicephalus microplus	4715
anml:insects	Sitophilus oryzae	9253
anml:insects	Solenopsis invicta	6074
anml:insects	Stegodyphus dumicola	16791
anml:insects	Stenopsyche tienmushanensis	10944
anml:insects	Stomoxys calcitrans	2401
anml:insects	Teleogryllus occipitalis	1584
anml:insects	Teleopsis dalmanni	3946
anml:insects	Timema monikensis	4340
anml:insects	Trachymyrmex cornetzi	516
anml:insects	Vandiemenella viatica	6416
anml:insects	Vespa crabro	63277
anml:insects	Vollenhovia emeryi	1425
anml:insects	Zootermopsis nevadensis	634
anml:insects	n/a	68337
anml:mammals	Camelus bactrianus	45477
anml:mammals	Canis lupus	56372
anml:mammals	Ceratotherium simum	99514
anml:mammals	Choloepus didactylus	18318
anml:mammals	Condylura cristata	8755
anml:mammals	Dasypus novemcinctus	20024
anml:mammals	Echinops telfairi	52112
anml:mammals	Elephantulus edwardii	11270
anml:mammals	Elephas maximus	50442
anml:mammals	Equus caballus	75847
anml:mammals	Erinaceus europaeus	6130
anml:mammals	Felis catus	52332
anml:mammals	Miniopterus natalensis	29967
anml:mammals	Mustela putorius	43868
anml:mammals	Myotis myotis	60633
anml:mammals	Neogale vison	60576
anml:mammals	Ornithorhynchus anatinus	873
anml:mammals	Ovis aries	5552913
anml:mammals	Phyllostomus discolor	16605
anml:mammals	Rhinolophus ferrumequinum	42368
anml:mammals	Sorex araneus	6321
anml:mammals	Suncus etruscus	10033
anml:mammals	Suricata suricatta	18413
anml:mammals	Sus scrofa	434335
anml:mammals	Tachyglossus aculeatus	4922
anml:mammals	Tursiops truncatus	139565
anml:mammals	Zalophus californianus	41432
anml:mammals	n/a	133879
anml:marsupials	Dromiciops gliroides	507
anml:marsupials	Phascolarctos cinereus	710
anml:marsupials	Trichosurus vulpecula	506
anml:molluscs	Biomphalaria glabrata	125870
anml:molluscs	Chiridota heheva	1784
anml:molluscs	Crassostrea gigas	1095
anml:molluscs	Dreissena polymorpha	59199
anml:molluscs	Gigantopelta aegis	7351
anml:molluscs	Haliotis rubra	14025
anml:molluscs	Haliotis rufescens	13948
anml:molluscs	Mercenaria mercenaria	8780
anml:molluscs	Mizuhopecten yessoensis	9668
anml:molluscs	Mya arenaria	5789
anml:molluscs	Nautilus pompilius	42764
anml:molluscs	Octopus sinensis	209901
anml:molluscs	Patella vulgata	3543
anml:molluscs	Pecten maximus	27484
anml:molluscs	Pomacea canaliculata	11009
anml:molluscs	n/a	5697
anml:nematodes	Allodiplogaster sudhausi	1183
anml:nematodes	Aplectana chamaeleonis	1020
anml:nematodes	Ascaris suum	8376
anml:nematodes	Bradynema listronoti	13035
anml:nematodes	Brugia malayi	87360
anml:nematodes	Caenorhabditis angaria	1346
anml:nematodes	Caenorhabditis elegans	1249
anml:nematodes	Caenorhabditis inopinata	4167
anml:nematodes	Caenorhabditis latens	2296
anml:nematodes	Caenorhabditis sp. 38 MB-2015	1611
anml:nematodes	Heligmosomoides bakeri	6635
anml:nematodes	Heterorhabditis bacteriophora	4545
anml:nematodes	Loa loa	2778
anml:nematodes	Mansonella sp. 'DEUX'	4631
anml:nematodes	Meloidogyne arenaria	1097
anml:nematodes	Meloidogyne chitwoodi	3496
anml:nematodes	Meloidogyne incognita	1142
anml:nematodes	Mesorhabditis belari	4775
anml:nematodes	Mizuhopecten yessoensis	3806
anml:nematodes	Onchocerca flexuosa	1220
anml:nematodes	Onchocerca volvulus	16491
anml:nematodes	Oscheius sp. JU1382	2694
anml:nematodes	Oscheius tipulae	8133
anml:nematodes	Panagrellus sp. LJ2285	6439
anml:nematodes	Strongyloides papillosus	2476
anml:nematodes	Strongyloides ratti	1095
anml:nematodes	Strongyloides stercoralis	5998
anml:nematodes	Trichinella murrelli	542
anml:nematodes	Trichuris muris	3806
anml:nematodes	Trichuris suis	1993
anml:nematodes	Trichuris trichiura	3376
anml:nematodes	Wuchereria bancrofti	2364
anml:nematodes	n/a	1284
anml:primates	Callithrix jacchus	67263
anml:primates	Carlito syrichta	98380
anml:primates	Homo sapiens	2770005
anml:primates	Lemur catta	208102
anml:primates	Macaca fascicularis	167319
anml:primates	Otolemur garnettii	59090
anml:primates	n/a	77533
anml:reptiles	Alligator mississippiensis	73484
anml:reptiles	Anolis carolinensis	4505
anml:reptiles	Crocodylus porosus	15882
anml:reptiles	Crotalus tigris	15501
anml:reptiles	Dermochelys coriacea	29081
anml:reptiles	Gekko japonicus	36846
anml:reptiles	Lacerta agilis	4647
anml:reptiles	Pantherophis guttatus	40277
anml:reptiles	Pelodiscus sinensis	47802
anml:reptiles	Pogona vitticeps	3233
anml:reptiles	Pseudonaja textilis	94085
anml:reptiles	Python bivittatus	9714
anml:reptiles	Sceloporus undulatus	9618
anml:reptiles	Sphaerodactylus townsendi	10342
anml:reptiles	Thamnophis elegans	102677
anml:reptiles	Varanus komodoensis	14331
anml:reptiles	n/a	74190
anml:rodents	Fukomys damarensis	3947855
anml:rodents	Jaculus jaculus	40732
anml:rodents	Marmota monax	304040
anml:rodents	Mus musculus	4202232
anml:rodents	Nannospalax galili	44949
anml:rodents	Ochotona princeps	3771
anml:rodents	Oryctolagus cuniculus	878243
anml:rodents	Perognathus longimembris	59914
anml:rodents	n/a	26692
anml:rotifers	Adineta ricciae	5918
anml:rotifers	Adineta steineri	6489
anml:rotifers	Adineta vaga	8888
anml:rotifers	Brachionus angularis	8725
anml:rotifers	Brachionus asplanchnoidis	1211
anml:rotifers	Brachionus calyciflorus	18058
anml:rotifers	Brachionus koreanus	12197
anml:rotifers	Brachionus manjavacas	8087
anml:rotifers	Brachionus paranguensis	2990
anml:rotifers	Brachionus plicatilis	2352
anml:rotifers	Brachionus rotundiformis	4553
anml:rotifers	Brachionus rubens	15049
anml:rotifers	Brachionus sp. 'Tiscar'	1000
anml:rotifers	Macrotrachela quadricornifera	48587
anml:rotifers	Proales similis	2649
anml:rotifers	Rotaria macrura	6457
anml:rotifers	Rotaria magnacalcarata	8163
anml:rotifers	Rotaria socialis	5322
anml:rotifers	Rotaria sordida	27383
anml:rotifers	Rotaria sp. Silwood1	32483
anml:rotifers	Rotaria sp. Silwood2	28476
anml:rotifers	Seison nebaliae	1493
anml:rotifers	n/a	2283
anml:worms	Priapulus caudatus	691
anml:worms	Schistosoma haematobium	6721
anml:worms	Schistosoma mansoni	60907
arch:archaea	Methanobacterium lacus	1597
arch:archaea	Methanobrevibacter boviskoreani	2705
arch:archaea	Methanobrevibacter curvatus	1934
arch:archaea	Methanobrevibacter cuticularis	2736
arch:archaea	Methanobrevibacter gottschalkii	25831
arch:archaea	Methanobrevibacter millerae	1356
arch:archaea	Methanobrevibacter olleyae	1349
arch:archaea	Methanobrevibacter oralis	3294
arch:archaea	Methanobrevibacter smithii	517
arch:archaea	Methanobrevibacter thaueri	2362
arch:archaea	Methanobrevibacter woesei	5165
arch:archaea	Methanocorpusculum labreanum	1492
arch:archaea	Methanothermobacter wolfeii	2732
arch:archaea	Pyrococcus abyssi	2263
arch:archaea	Pyrococcus yayanosii	1527
arch:archaea	Sulfolobus islandicus	2709
arch:archaea	Thermoplasma volcanium	3353
arch:archaea	n/a	629
fung:ascomycetes	Acephala macrosclerotiorum	2778
fung:ascomycetes	Agyrium rufum	1350
fung:ascomycetes	Alectoria sarmentosa	3133
fung:ascomycetes	Allantophomopsis cytisporea	288
fung:ascomycetes	Apiospora pterosperma	822
fung:ascomycetes	Arachnopeziza araneosa	14067
fung:ascomycetes	Arthrinium phaeospermum	1832
fung:ascomycetes	Ascocoryne sarcoides	5471
fung:ascomycetes	Aspergillus fijiensis	22387
fung:ascomycetes	Aspergillus homomorphus	33159
fung:ascomycetes	Aspergillus melleus	3141
fung:ascomycetes	Aspergillus mulundensis	4964
fung:ascomycetes	Atkinsonella hypoxylon	600
fung:ascomycetes	Aureobasidium melanogenum	1860
fung:ascomycetes	Aureobasidium sp. EXF-3400	280
fung:ascomycetes	Aureobasidium vineae	385
fung:ascomycetes	Bacidia gigantensis	4107
fung:ascomycetes	Balansia obtecta	2680
fung:ascomycetes	Berkeleyomyces rouxiae	1579
fung:ascomycetes	Blumeria graminis	9587
fung:ascomycetes	Blumeria hordei	9174
fung:ascomycetes	Bogoriella megaspora	784
fung:ascomycetes	Botryotinia calthae	670667
fung:ascomycetes	Botrytis porri	41298
fung:ascomycetes	Calonectria pseudonaviculata	5697
fung:ascomycetes	Candelaria pacifica	690
fung:ascomycetes	Chalara longipes	2798
fung:ascomycetes	Chalara sp. BL73	976
fung:ascomycetes	Chlorencoelia torta	735
fung:ascomycetes	Cladonia metacorallifera	1168
fung:ascomycetes	Cladonia uncialis	652
fung:ascomycetes	Cladosporium colombiae	12020
fung:ascomycetes	Clonostachys rosea	2006
fung:ascomycetes	Coccidioides immitis	2239
fung:ascomycetes	Colletotrichum echinochloae	2037
fung:ascomycetes	Colletotrichum karsti	608
fung:ascomycetes	Dendrostoma leiphaemia	321
fung:ascomycetes	Diaporthe ampelina	64867
fung:ascomycetes	Diaporthe citriasiana	429
fung:ascomycetes	Diaporthe ilicicola	5002
fung:ascomycetes	Dissoconium aciculare	1292
fung:ascomycetes	Elsinoe fawcettii	375
fung:ascomycetes	Entonaema liquescens	1012
fung:ascomycetes	Epichloe bromicola	3892
fung:ascomycetes	Erysiphe necator	30535
fung:ascomycetes	Exophiala xenobiotica	579
fung:ascomycetes	Friedmanniomyces endolithicus	379
fung:ascomycetes	Friedmanniomyces simplex	529
fung:ascomycetes	Fusarium algeriense	8058
fung:ascomycetes	Fusarium newnesense	53465
fung:ascomycetes	Fusarium paranaense	1343
fung:ascomycetes	Fusarium setosum	1118
fung:ascomycetes	Fusarium solani	518
fung:ascomycetes	Fusarium verticillioides	247380
fung:ascomycetes	Halenospora varia	2033
fung:ascomycetes	Helotiales sp. DMI_Dod_QoI	1490
fung:ascomycetes	Hyaloscypha bicolor	514
fung:ascomycetes	Hyaloscypha hepaticicola	2551
fung:ascomycetes	Hymenoscyphus fructigenus	941
fung:ascomycetes	Hymenoscyphus infarciens	765
fung:ascomycetes	Hymenoscyphus scutula	224
fung:ascomycetes	Hyphodiscus sp. D1413	936
fung:ascomycetes	Hypomyces perniciosus	6233
fung:ascomycetes	Hypoxylon argillaceum	609
fung:ascomycetes	Hypoxylon rubiginosum	4561
fung:ascomycetes	Hypoxylon sp. FL1150	8528
fung:ascomycetes	Ilyonectria robusta	1439
fung:ascomycetes	Jackrogersella multiformis	6736
fung:ascomycetes	Juglanconis oblonga	419
fung:ascomycetes	Lecanicillium sp. FJII-L10-SW-P1	46925
fung:ascomycetes	Lecanicillium sp. MT-2017a	39903
fung:ascomycetes	Lecanosticta acicola	2183
fung:ascomycetes	Leptodontidium sp. MPI-SDFR-AT-0119	1052
fung:ascomycetes	Letharia lupina	6707
fung:ascomycetes	Magnaporthales sp. P1609	525
fung:ascomycetes	Melanodothis sp. VS III C KN 2	4454
fung:ascomycetes	Metarhizium rileyi	417
fung:ascomycetes	Microsporum canis	3045
fung:ascomycetes	Monosporascus cannonballus	7115
fung:ascomycetes	Monosporascus sp. MG133	11560
fung:ascomycetes	Myriosclerotinia curreyana	743
fung:ascomycetes	Myrmaecium sp. VS I D KN 1	1505
fung:ascomycetes	Nemania abortiva	1108
fung:ascomycetes	Nemania sp. FL0031	3402
fung:ascomycetes	Nemania sp. FL0916	3970
fung:ascomycetes	Neobulgaria alba	379
fung:ascomycetes	Neonectria coccinea	1218
fung:ascomycetes	Neoscytalidium dimidiatum	398
fung:ascomycetes	Neurospora crassa	730
fung:ascomycetes	Neurospora sp. FGSC 26630	8787
fung:ascomycetes	Niebla homalea	1381
fung:ascomycetes	Niveomyces coronatus	675
fung:ascomycetes	Oidiodendron maius	835
fung:ascomycetes	Oidium heveae	21980
fung:ascomycetes	Onygena corvina	843
fung:ascomycetes	Ophiocordyceps bispora	1023
fung:ascomycetes	Paracoccidioides brasiliensis	572
fung:ascomycetes	Paramyrothecium sp. XJ0827	1768
fung:ascomycetes	Penicillium brevicompactum	6446
fung:ascomycetes	Penicillium citrinum	448
fung:ascomycetes	Penicillium decumbens	7209
fung:ascomycetes	Penicillium griseofulvum	1930
fung:ascomycetes	Penicillium oxalicum	1428
fung:ascomycetes	Penicillium rubens	395
fung:ascomycetes	Penicillium salamii	6344
fung:ascomycetes	Physcia stellaris	533
fung:ascomycetes	Podosphaera xanthii	70522
fung:ascomycetes	Poronia punctata	14219
fung:ascomycetes	Proliferodiscus dingleyae	474
fung:ascomycetes	Pseudocercospora crystallina	485
fung:ascomycetes	Pseudocercospora ulei	2118
fung:ascomycetes	Pseudotulostoma volvatum	403
fung:ascomycetes	Purpureocillium lilacinum	1141
fung:ascomycetes	Purpureocillium takamizusanense	3889
fung:ascomycetes	Pyrenochaeta sp. DS3sAY3a	1109
fung:ascomycetes	Pyrenochaeta sp. UM 256	213
fung:ascomycetes	Rhexocercosporidium sp. MPI-PUGE-AT-0058	606
fung:ascomycetes	Rhynchosporium commune	4163
fung:ascomycetes	Rutstroemia sp. NJR-2017a BBW	1416
fung:ascomycetes	Scedosporium aurantiacum	2022
fung:ascomycetes	Sclerotinia sclerotiorum	376
fung:ascomycetes	Scolecobasidium constrictum	17683
fung:ascomycetes	Scytalidium lignicola	2063
fung:ascomycetes	Stromatinia cepivora	10229
fung:ascomycetes	Talaromyces atroroseus	1882
fung:ascomycetes	Terfezia claveryi	3953
fung:ascomycetes	Thermoascaceae sp. PK2413	1258
fung:ascomycetes	Thermomyces lanuginosus	406
fung:ascomycetes	Tirmania nivea	729
fung:ascomycetes	Tolypocladium album	984
fung:ascomycetes	Tolypocladium guangdongense	1356
fung:ascomycetes	Tolypocladium pustulatum	2420
fung:ascomycetes	Tolypocladium tropicale	642
fung:ascomycetes	Venturia effusa	7373
fung:ascomycetes	Venturia inaequalis	3875
fung:ascomycetes	Venturia nashicola	2212
fung:ascomycetes	Verruconis gallopava	13930
fung:ascomycetes	Xanthomendoza cf. fulva	11253
fung:ascomycetes	Xylaria acuta	7303
fung:ascomycetes	Xylaria cf. heliscus	524
fung:ascomycetes	Xylaria flabelliformis	433
fung:ascomycetes	Xylaria hypoxylon	7836
fung:ascomycetes	Xylaria longipes	2921
fung:ascomycetes	Xylaria palmicola	805
fung:ascomycetes	Xylaria sp. BCC 1067	2355
fung:ascomycetes	Xylaria sp. FL0064	3333
fung:ascomycetes	Xylaria sp. FL1042	4605
fung:ascomycetes	Xylaria sp. FL1777	1349
fung:ascomycetes	Xylaria telfairii	1227
fung:ascomycetes	Xylariaceae sp. FL1272	1177
fung:ascomycetes	Xylariomycetidae sp. FL2044	3518
fung:ascomycetes	Zopfia rhizophila	1681
fung:ascomycetes	n/a	68219
fung:ascomycetes	uncultured Sordaria	5009
fung:basidiomycetes	Amanita rubescens	535
fung:basidiomycetes	Amylostereum areolatum	73331
fung:basidiomycetes	Apiotrichum mycotoxinovorans	6425
fung:basidiomycetes	Austropuccinia psidii	527
fung:basidiomycetes	Candolleomyces efflorescens	380
fung:basidiomycetes	Ceratobasidium sp. AG-Ba	4284
fung:basidiomycetes	Coniferiporia sulphurascens	392
fung:basidiomycetes	Cryptococcus neoformans	1925
fung:basidiomycetes	Cubamyces sp. BRFM 1775	445
fung:basidiomycetes	Dioszegia hungarica	382
fung:basidiomycetes	Filobasidium floriforme	308
fung:basidiomycetes	Gymnopilus dilepis	3328
fung:basidiomycetes	Hermanssonia centrifuga	427
fung:basidiomycetes	Inonotus hispidus	443
fung:basidiomycetes	Lactarius hengduanensis	1032
fung:basidiomycetes	Macalpinomyces mackinlayi	762
fung:basidiomycetes	Malassezia equina	1200
fung:basidiomycetes	Malassezia globosa	3728
fung:basidiomycetes	Malassezia japonica	415
fung:basidiomycetes	Malassezia obtusa	435
fung:basidiomycetes	Malassezia restricta	8190
fung:basidiomycetes	Malassezia slooffiae	385
fung:basidiomycetes	Meira nashicola	391
fung:basidiomycetes	Microbotryum lychnidis-dioicae	698
fung:basidiomycetes	Neonothopanus nambi	3794
fung:basidiomycetes	Phakopsora pachyrhizi	7921
fung:basidiomycetes	Pluteus cervinus	441
fung:basidiomycetes	Sarcomyxa edulis	425
fung:basidiomycetes	Schizophyllum commune	2972
fung:basidiomycetes	Trametes polyzona	432
fung:basidiomycetes	Trametes villosa	544
fung:basidiomycetes	Trichosporon asahii	26778
fung:basidiomycetes	n/a	1999
fung:budding yeasts	Alloascoidea hylecoeti	1352
fung:budding yeasts	Candida orthopsilosis	2772
fung:budding yeasts	Candida parapsilosis	51927
fung:budding yeasts	Cephaloascus albidus	3280
fung:budding yeasts	Cyberlindnera americana	563
fung:budding yeasts	Debaryomyces hansenii	18575
fung:budding yeasts	Debaryomyces sp. S3305	8924
fung:budding yeasts	Hanseniaspora meyeri	2589
fung:budding yeasts	Kazachstania martiniae	279
fung:budding yeasts	Kazachstania slooffiae	1119
fung:budding yeasts	Kazachstania turicensis	2536
fung:budding yeasts	Kluyveromyces wickerhamii	838
fung:budding yeasts	Kodamaea ohmeri	412
fung:budding yeasts	Komagataella phaffii	4251
fung:budding yeasts	Metschnikowia amazonensis	219
fung:budding yeasts	Meyerozyma carpophila	1785
fung:budding yeasts	Meyerozyma guilliermondii	5541
fung:budding yeasts	Ogataea pilisensis	264
fung:budding yeasts	Saccharomyces cerevisiae	17223
fung:budding yeasts	Saccharomyces cerevisiae x Saccharomyces eubayanus x Saccharomyces kudriavzevii x Saccharomyces uvarum	1215
fung:budding yeasts	Saccharomyces jurei	926
fung:budding yeasts	Saccharomyces pastorianus	2402
fung:budding yeasts	Spathaspora girioi	2472
fung:budding yeasts	Sporopachydermia lactativora	1992
fung:budding yeasts	Torulaspora microellipsoides	661
fung:budding yeasts	Wickerhamomyces ciferrii	928
fung:budding yeasts	Yarrowia lipolytica	14942
fung:budding yeasts	Yarrowia yakushimensis	5300
fung:budding yeasts	[Candida] psychrophila	39175
fung:budding yeasts	n/a	6922
fung:chytrids	Kappamyces sp. JEL0829	1312
fung:chytrids	Lobulomyces angularis	2150
fung:chytrids	Neocallimastix californiae	9418
fung:chytrids	Neocallimastix sp. JGI-2020a	25398
fung:chytrids	Piromyces finnis	4676
fung:chytrids	n/a	17656
fung:fungi	Actinomucor elegans	40900
fung:fungi	Catenaria anguillulae	19822
fung:fungi	Choanephora cucurbitarum	484
fung:fungi	Circinella minor	2334
fung:fungi	Coemansia sp. RSA 1807	2239
fung:fungi	Cunninghamella bertholletiae	1101
fung:fungi	Dissophora globulifera	6646
fung:fungi	Diversispora epigaea	8540
fung:fungi	Geosiphon pyriformis	6817
fung:fungi	Gigaspora margarita	19006
fung:fungi	Gigaspora rosea	3572
fung:fungi	Haplosporangium sp. Z 767	628
fung:fungi	Kickxella alabastrina	242
fung:fungi	Massospora cicadina	37261
fung:fungi	Mortierella antarctica	1709
fung:fungi	Mortierella sp. GBA30	4661
fung:fungi	Mucor piriformis	164710
fung:fungi	Pilobolus umbonatus	10668
fung:fungi	Pleurotus ostreatus/Saccharomyces cerevisiae fusant	4290
fung:fungi	Radiomyces spectabilis	930
fung:fungi	Rhizophagus clarus	36909
fung:fungi	Rhizophagus irregularis	3886
fung:fungi	Rhizopus arrhizus	2191
fung:fungi	fungal sp. EF0021	1369
fung:fungi	n/a	37444
fung:microsporidians	Hamiltosporidium tvaerminnensis	56854
fung:microsporidians	Nematocida sp. LUAm3	1550
fung:microsporidians	Nosema bombycis	19422
fung:microsporidians	Nosema ceranae	1963
fung:microsporidians	Vittaforma corneae	7975
plnt:green algae	Astrephomene gubernaculifera	6333
plnt:green algae	Chlamydomonas sp. ICE-L	1358
plnt:green algae	Microglena sp. YARC	7348
plnt:green algae	Tetradesmus obliquus	526
plnt:green algae	Trebouxia sp. A1-2	210
plnt:green algae	Ulva prolifera	2644
plnt:green algae	Yamagishiella unicocca	18423
plnt:green algae	n/a	10016
plnt:mosses	Anthoceros angustus	376
plnt:mosses	Ceratodon purpureus	2860
plnt:plants	Abrus precatorius	6933
plnt:plants	Aegilops tauschii	5213243
plnt:plants	Ananas comosus	71212
plnt:plants	Andrographis paniculata	5778
plnt:plants	Arabidopsis thaliana	18516
plnt:plants	Arachis hypogaea	52603
plnt:plants	Asparagus officinalis	4846
plnt:plants	Beta vulgaris	70
plnt:plants	Brachypodium distachyon	5974
plnt:plants	Brassica napus	15033
plnt:plants	Cajanus cajan	4019
plnt:plants	Camelina sativa	1860
plnt:plants	Camellia sinensis	21034
plnt:plants	Cannabis sativa	10090
plnt:plants	Capsicum annuum	1418
plnt:plants	Carica papaya	7807
plnt:plants	Carya illinoinensis	90
plnt:plants	Chenopodium quinoa	19237
plnt:plants	Cicer arietinum	8635
plnt:plants	Citrus sinensis	3894
plnt:plants	Coffea arabica	106567
plnt:plants	Cucumis melo	633
plnt:plants	Cucurbita pepo	2882
plnt:plants	Daucus carota	780
plnt:plants	Dendrobium catenatum	3607
plnt:plants	Dioscorea cayenensis	864
plnt:plants	Diospyros lotus	1532
plnt:plants	Durio zibethinus	15795
plnt:plants	Erigeron canadensis	2473
plnt:plants	Erythranthe guttata	1824
plnt:plants	Eucalyptus grandis	6121
plnt:plants	Eutrema salsugineum	1151
plnt:plants	Fragaria vesca	85699
plnt:plants	Glycine max	18190
plnt:plants	Gossypium hirsutum	8996
plnt:plants	Helianthus annuus	1600
plnt:plants	Hevea brasiliensis	4316
plnt:plants	Hibiscus syriacus	10578
plnt:plants	Hordeum vulgare	44002
plnt:plants	Impatiens glandulifera	7339
plnt:plants	Ipomoea nil	29756
plnt:plants	Jatropha curcas	1028
plnt:plants	Lactuca sativa	2516
plnt:plants	Lolium perenne	5607
plnt:plants	Lolium rigidum	522
plnt:plants	Lupinus angustifolius	1689
plnt:plants	Macadamia integrifolia	5494
plnt:plants	Mangifera indica	1963
plnt:plants	Manihot esculenta	8508
plnt:plants	Medicago truncatula	31703
plnt:plants	Mercurialis annua	715
plnt:plants	Mesostigma viride	7871
plnt:plants	Morus notabilis	920
plnt:plants	Musa acuminata	127
plnt:plants	Nelumbo nucifera	1367
