div	top_tax_name	contamination
prok:CFB group bacteria	Mucilaginibacter inviolabilis	295
prok:CFB group bacteria	Mucilaginibacter lappiensis	848
prok:CFB group bacteria	Mucilaginibacter limnophilus	1131
prok:CFB group bacteria	Mucilaginibacter mali	515
prok:CFB group bacteria	Mucilaginibacter mallensis	741
prok:CFB group bacteria	Mucilaginibacter phyllosphaerae	453
prok:CFB group bacteria	Mucilaginibacter rigui	606
prok:CFB group bacteria	Mucilaginibacter robiniae	528
prok:CFB group bacteria	Mucilaginibacter roseus	4032
prok:CFB group bacteria	Mucilaginibacter rubeus	514
prok:CFB group bacteria	Mucilaginibacter sp. 44-25	973
prok:CFB group bacteria	Mucilaginibacter terrenus	279
prok:CFB group bacteria	Myroides aquimaris	8329
prok:CFB group bacteria	Myroides indicus	19427
prok:CFB group bacteria	Myroides odoratimimus	913
prok:CFB group bacteria	Myroides odoratus	1841
prok:CFB group bacteria	Niabella agricola	1409
prok:CFB group bacteria	Niabella beijingensis	92745
prok:CFB group bacteria	Niabella drilacis	5457
prok:CFB group bacteria	Niabella ginsengisoli	2726
prok:CFB group bacteria	Niabella ginsenosidivorans	4151
prok:CFB group bacteria	Niabella hibiscisoli	210
prok:CFB group bacteria	Niabella pedocola	3585
prok:CFB group bacteria	Niabella sp.	1598
prok:CFB group bacteria	Niabella yanshanensis	368
prok:CFB group bacteria	Niastella caeni	28058
prok:CFB group bacteria	Niastella koreensis	487
prok:CFB group bacteria	Niastella populi	643
prok:CFB group bacteria	Niastella soli	2485
prok:CFB group bacteria	Niastella sp.	748
prok:CFB group bacteria	Niastella sp. SCN 39-18	1608
prok:CFB group bacteria	Niastella vici	4360
prok:CFB group bacteria	Niastella yeongjuensis	1498
prok:CFB group bacteria	Nubsella zeaxanthinifaciens	14264
prok:CFB group bacteria	Odoribacter laneus	3565355
prok:CFB group bacteria	Odoribacter splanchnicus	6556
prok:CFB group bacteria	Ohtaekwangia koreensis	2635
prok:CFB group bacteria	Ohtaekwangia sp.	1576
prok:CFB group bacteria	Olivibacter domesticus	42866
prok:CFB group bacteria	Olivibacter jilunii	217
prok:CFB group bacteria	Olivibacter sitiensis	2166
prok:CFB group bacteria	Olleya sp. UBA1516	844
prok:CFB group bacteria	Ornithobacterium rhinotracheale	1765
prok:CFB group bacteria	Palleniella intestinalis	731
prok:CFB group bacteria	Panacibacter ginsenosidivorans	27564
prok:CFB group bacteria	Panacibacter microcysteis	2371
prok:CFB group bacteria	Parabacteroides faecis	236
prok:CFB group bacteria	Parabacteroides goldsteinii	586
prok:CFB group bacteria	Parabacteroides massiliensis	3069
prok:CFB group bacteria	Parabacteroides pacaensis	835
prok:CFB group bacteria	Parabacteroides sp. merdae-related_45_40	490
prok:CFB group bacteria	Parachryseolinea silvisoli	6172
prok:CFB group bacteria	Parafilimonas sp.	81305
prok:CFB group bacteria	Parafilimonas terrae	4158
prok:CFB group bacteria	Paraflavitalea devenefica	2180
prok:CFB group bacteria	Paraflavitalea soli	4034
prok:CFB group bacteria	Parapedobacter indicus	230
prok:CFB group bacteria	Parapedobacter koreensis	1194
prok:CFB group bacteria	Parapedobacter luteus	1771
prok:CFB group bacteria	Parapedobacter pyrenivorans	2967
prok:CFB group bacteria	Parapedobacter soli	4521
prok:CFB group bacteria	Pararhodonellum marinum	3024
prok:CFB group bacteria	Pareuzebyella sediminis	840
prok:CFB group bacteria	Patiriisocius marinus	200
prok:CFB group bacteria	Pedobacter africanus	9268
prok:CFB group bacteria	Pedobacter agri	2000
prok:CFB group bacteria	Pedobacter alluvionis	1668
prok:CFB group bacteria	Pedobacter antarcticus	2756
prok:CFB group bacteria	Pedobacter aquae	950
prok:CFB group bacteria	Pedobacter borealis	25838
prok:CFB group bacteria	Pedobacter boryungensis	11507
prok:CFB group bacteria	Pedobacter caeni	89431
prok:CFB group bacteria	Pedobacter chinensis	21369
prok:CFB group bacteria	Pedobacter chitinilyticus	2827865
prok:CFB group bacteria	Pedobacter cryoconitis	20406
prok:CFB group bacteria	Pedobacter cryophilus	1401
prok:CFB group bacteria	Pedobacter cryotolerans	18897
prok:CFB group bacteria	Pedobacter duraquae	3631
prok:CFB group bacteria	Pedobacter endophyticus	578
prok:CFB group bacteria	Pedobacter fastidiosus	17906
prok:CFB group bacteria	Pedobacter foliorum	3786
prok:CFB group bacteria	Pedobacter frigidisoli	730
prok:CFB group bacteria	Pedobacter frigiditerrae	13946
prok:CFB group bacteria	Pedobacter frigoris	12750
prok:CFB group bacteria	Pedobacter gandavensis	13237
prok:CFB group bacteria	Pedobacter ghigonis	3334
prok:CFB group bacteria	Pedobacter ginsengisoli	3065
prok:CFB group bacteria	Pedobacter ginsenosidimutans	17951
prok:CFB group bacteria	Pedobacter hartonius	4552
prok:CFB group bacteria	Pedobacter helvus	2509291
prok:CFB group bacteria	Pedobacter heparinus	10275
prok:CFB group bacteria	Pedobacter hiemivivus	9536
prok:CFB group bacteria	Pedobacter insulae	22133
prok:CFB group bacteria	Pedobacter jejuensis	1033
prok:CFB group bacteria	Pedobacter jeongneungensis	11838
prok:CFB group bacteria	Pedobacter kyonggii	5929
prok:CFB group bacteria	Pedobacter metabolipauper	2929
prok:CFB group bacteria	Pedobacter miscanthi	17287
prok:CFB group bacteria	Pedobacter mongoliensis	206
prok:CFB group bacteria	Pedobacter mucosus	8479
prok:CFB group bacteria	Pedobacter namyangjuensis	14077
prok:CFB group bacteria	Pedobacter nanyangensis	275799
prok:CFB group bacteria	Pedobacter nototheniae	6298
prok:CFB group bacteria	Pedobacter nutrimenti	34825
prok:CFB group bacteria	Pedobacter nyackensis	4244
prok:CFB group bacteria	Pedobacter paludis	5990
prok:CFB group bacteria	Pedobacter panaciterrae	1224
prok:CFB group bacteria	Pedobacter petrophilus	1445
prok:CFB group bacteria	Pedobacter planticolens	14813
prok:CFB group bacteria	Pedobacter polaris	30557
prok:CFB group bacteria	Pedobacter psychrodurus	9444
prok:CFB group bacteria	Pedobacter psychrotolerans	3352
prok:CFB group bacteria	Pedobacter rhizosphaerae	1248
prok:CFB group bacteria	Pedobacter roseus	15247
prok:CFB group bacteria	Pedobacter sandarakinus	11152
prok:CFB group bacteria	Pedobacter schmidteae	19754
prok:CFB group bacteria	Pedobacter segetis	954
prok:CFB group bacteria	Pedobacter soli	3110
prok:CFB group bacteria	Pedobacter sp. UBA4863	49874
prok:CFB group bacteria	Pedobacter sp. UBA5917	682
prok:CFB group bacteria	Pedobacter steynii	39634
prok:CFB group bacteria	Pedobacter terrae	6986
prok:CFB group bacteria	Pedobacter ureilyticus	49799
prok:CFB group bacteria	Pedobacter westerhofensis	747
prok:CFB group bacteria	Pedobacter xinjiangensis	8720
prok:CFB group bacteria	Pedobacter xixiisoli	55577
prok:CFB group bacteria	Pedobacter yonginense	815
prok:CFB group bacteria	Pedobacter yulinensis	679
prok:CFB group bacteria	Pedobacter zeae	1389
prok:CFB group bacteria	Pelobium manganitolerans	1215
prok:CFB group bacteria	Petrimonas mucosa	698
prok:CFB group bacteria	Phnomibacter ginsenosidimutans	608
prok:CFB group bacteria	Phocaeicola coprocola	31349
prok:CFB group bacteria	Phocaeicola coprophilus	2644
prok:CFB group bacteria	Phocaeicola dorei	608
prok:CFB group bacteria	Phocaeicola faecium	6855
prok:CFB group bacteria	Phocaeicola fibrisolvens	593
prok:CFB group bacteria	Phocaeicola massiliensis	51497
prok:CFB group bacteria	Phocaeicola plebeius	4656
prok:CFB group bacteria	Phocaeicola vulgatus	1483
prok:CFB group bacteria	Pinibacter aurantiacus	1213
prok:CFB group bacteria	Planktosalinus lacus	660
prok:CFB group bacteria	Polaribacter butkevichii	218
prok:CFB group bacteria	Polaribacter filamentus	5956
prok:CFB group bacteria	Polaribacter pacificus	216
prok:CFB group bacteria	Polaribacter porphyrae	12398
prok:CFB group bacteria	Polaribacter sp. BACL8 MAG-120531-bin13	523
prok:CFB group bacteria	Pontibacter aquaedesilientis	909
prok:CFB group bacteria	Pontibacter arcticus	657
prok:CFB group bacteria	Pontibacter cellulosilyticus	1286
prok:CFB group bacteria	Pontibacter russatus	266
prok:CFB group bacteria	Porphyromonas gingivalis	1081
prok:CFB group bacteria	Porphyromonas gulae	2627
prok:CFB group bacteria	Porphyromonas macacae	756
prok:CFB group bacteria	Prevotella baroniae	425
prok:CFB group bacteria	Prevotella conceptionensis	555
prok:CFB group bacteria	Prevotella copri	146001
prok:CFB group bacteria	Prevotella dentalis	721
prok:CFB group bacteria	Prevotella fusca	443
prok:CFB group bacteria	Prevotella hominis	22831
prok:CFB group bacteria	Prevotella ihumii	858
prok:CFB group bacteria	Prevotella jejuni	463
prok:CFB group bacteria	Prevotella lacticifex	558
prok:CFB group bacteria	Prevotella marseillensis	241
prok:CFB group bacteria	Prevotella melaninogenica	386
prok:CFB group bacteria	Prevotella pectinovora	790
prok:CFB group bacteria	Prevotella ruminicola	4537
prok:CFB group bacteria	Prevotella sp. LMAG:51	792
prok:CFB group bacteria	Prevotella sp. UBA1104	405
prok:CFB group bacteria	Prevotella sp. UBA2447	875
prok:CFB group bacteria	Prevotella sp. UBA2455	516
prok:CFB group bacteria	Prevotella sp. UBA2456	938
prok:CFB group bacteria	Prevotella sp. UBA2711	57011
prok:CFB group bacteria	Prevotella sp. UBA2725	609
prok:CFB group bacteria	Prevotella sp. UBA2739	1047
prok:CFB group bacteria	Prevotella sp. UBA2743	504
prok:CFB group bacteria	Prevotella sp. UBA2754	6826
prok:CFB group bacteria	Prevotella sp. UBA2811	246
prok:CFB group bacteria	Prevotella sp. UBA2822	163121
prok:CFB group bacteria	Prevotella sp. UBA3294	649
prok:CFB group bacteria	Prevotella sp. UBA3671	454
prok:CFB group bacteria	Prevotella sp. UBA3712	248
prok:CFB group bacteria	Prevotella sp. UBA3713	27797
prok:CFB group bacteria	Prevotella sp. UBA3846	514
prok:CFB group bacteria	Prevotella sp. UBA4296	2014
prok:CFB group bacteria	Prevotella sp. UBA4356	249
prok:CFB group bacteria	Prevotella sp. UBA5387	838
prok:CFB group bacteria	Prevotella sp. UBA6339	5290
prok:CFB group bacteria	Prevotella sp. UBA6429	429
prok:CFB group bacteria	Prevotella sp. UBA6442	1469
prok:CFB group bacteria	Prevotella sp. UBA6866	4746
prok:CFB group bacteria	Prevotella sp. UBA6870	4292
prok:CFB group bacteria	Prevotella sp. UBA746	502
prok:CFB group bacteria	Prevotella sp. UBA7557	1901
prok:CFB group bacteria	Prevotella sp. UBA7592	420
prok:CFB group bacteria	Prevotella sp. UBA7594	480
prok:CFB group bacteria	Prevotella sp. oral taxon 376	1164
prok:CFB group bacteria	Prevotella stercorea	1904
prok:CFB group bacteria	Prevotellamassilia timonensis	444
prok:CFB group bacteria	Proteiniphilum sp. EBM-39	421
prok:CFB group bacteria	Proteiniphilum sp. UBA4932	801
prok:CFB group bacteria	Pseudarcicella hirudinis	266
prok:CFB group bacteria	Pseudobacter ginsenosidimutans	1735
prok:CFB group bacteria	Pseudobacter sp.	219
prok:CFB group bacteria	Pseudochryseolinea flava	1202
prok:CFB group bacteria	Pseudocnuella soli	1568
prok:CFB group bacteria	Pseudoflavitalea rhizosphaerae	4472
prok:CFB group bacteria	Pseudopedobacter saltans	23715
prok:CFB group bacteria	Pseudopedobacter sp.	1740
prok:CFB group bacteria	Pseudoprevotella muciniphila	1409
prok:CFB group bacteria	Psychroflexus aestuariivivens	671
prok:CFB group bacteria	Psychroflexus curvus	808
prok:CFB group bacteria	Puia dinghuensis	465
prok:CFB group bacteria	Pustulibacterium marinum	8205
prok:CFB group bacteria	Reichenbachiella versicolor	2315
prok:CFB group bacteria	Rhabdobacter roseus	221
prok:CFB group bacteria	Rhodocytophaga rosea	1139
prok:CFB group bacteria	Rhodoflexus caldus	8088
prok:CFB group bacteria	Rudanella lutea	643
prok:CFB group bacteria	Runella aurantiaca	1747
prok:CFB group bacteria	Runella defluvii	2289
prok:CFB group bacteria	Runella limosa	1150
prok:CFB group bacteria	Runella slithyformis	2562
prok:CFB group bacteria	Runella sp.	3473
prok:CFB group bacteria	Runella zeae	1145
prok:CFB group bacteria	Sabulilitoribacter arenilitoris	639
prok:CFB group bacteria	Sabulilitoribacter multivorans	707
prok:CFB group bacteria	Salegentibacter lacus	4200
prok:CFB group bacteria	Sediminibacterium ginsengisoli	18813
prok:CFB group bacteria	Sediminibacterium goheungense	309478
prok:CFB group bacteria	Sediminibacterium roseum	7382
prok:CFB group bacteria	Sediminibacterium salmoneum	22296
prok:CFB group bacteria	Sediminibacterium soli	5871
prok:CFB group bacteria	Sediminibacterium sp.	1331
prok:CFB group bacteria	Sediminibacterium sp. UBA657	35431
prok:CFB group bacteria	Sediminicola sp.	380
prok:CFB group bacteria	Segetibacter aerophilus	744
prok:CFB group bacteria	Segetibacter koreensis	36390
prok:CFB group bacteria	Segetibacter sp.	702
prok:CFB group bacteria	Siccationidurans arizonensis	279
prok:CFB group bacteria	Sinomicrobium pectinilyticum	793
prok:CFB group bacteria	Sinomicrobium weinanense	1181
prok:CFB group bacteria	Siphonobacter aquaeclarae	1659319
prok:CFB group bacteria	Siphonobacter curvatus	3640
prok:CFB group bacteria	Solitalea canadensis	4561
prok:CFB group bacteria	Sphingobacterium alimentarium	294
prok:CFB group bacteria	Sphingobacterium alkalisoli	1808
prok:CFB group bacteria	Sphingobacterium athyrii	48017
prok:CFB group bacteria	Sphingobacterium chuzhouense	1128
prok:CFB group bacteria	Sphingobacterium composti Ten et al. 2007 non Yoo et al. 2007	7394
prok:CFB group bacteria	Sphingobacterium corticibacterium	1698
prok:CFB group bacteria	Sphingobacterium deserti	4041
prok:CFB group bacteria	Sphingobacterium detergens	3177431
prok:CFB group bacteria	Sphingobacterium faecium	3223
prok:CFB group bacteria	Sphingobacterium gobiense	1021
prok:CFB group bacteria	Sphingobacterium hungaricum	224
prok:CFB group bacteria	Sphingobacterium kitahiroshimense	7586
prok:CFB group bacteria	Sphingobacterium lactis	254
prok:CFB group bacteria	Sphingobacterium micropteri	785
prok:CFB group bacteria	Sphingobacterium multivorum	89743
prok:CFB group bacteria	Sphingobacterium nematocida	1934
prok:CFB group bacteria	Sphingobacterium olei	1170
prok:CFB group bacteria	Sphingobacterium paludis	1665
prok:CFB group bacteria	Sphingobacterium paucimobilis	1173
prok:CFB group bacteria	Sphingobacterium phlebotomi	1357
prok:CFB group bacteria	Sphingobacterium prati	29412
prok:CFB group bacteria	Sphingobacterium psychroaquaticum	1315
prok:CFB group bacteria	Sphingobacterium puteale	121656
prok:CFB group bacteria	Sphingobacterium rhinopitheci	1433
prok:CFB group bacteria	Sphingobacterium siyangense	327568
prok:CFB group bacteria	Sphingobacterium soli	1773
prok:CFB group bacteria	Sphingobacterium sp. UBA1498	3711
prok:CFB group bacteria	Sphingobacterium sp. UBA1578	29713
prok:CFB group bacteria	Sphingobacterium sp. UBA1601	1154
prok:CFB group bacteria	Sphingobacterium sp. UBA1644	24989
prok:CFB group bacteria	Sphingobacterium sp. UBA1897	103224
prok:CFB group bacteria	Sphingobacterium sp. UBA2074	18833
prok:CFB group bacteria	Sphingobacterium sp. UBA2480	76629
prok:CFB group bacteria	Sphingobacterium sp. UBA3424	214808
prok:CFB group bacteria	Sphingobacterium sp. UBA3476	11717
prok:CFB group bacteria	Sphingobacterium sp. UBA3549	11011
prok:CFB group bacteria	Sphingobacterium sp. UBA3964	7938
prok:CFB group bacteria	Sphingobacterium sp. UBA4616	5124
prok:CFB group bacteria	Sphingobacterium sp. UBA5144	47156
prok:CFB group bacteria	Sphingobacterium sp. UBA5670	87883
prok:CFB group bacteria	Sphingobacterium sp. UBA5789	2242
prok:CFB group bacteria	Sphingobacterium sp. UBA5996	18882
prok:CFB group bacteria	Sphingobacterium sp. UBA6004	233587
prok:CFB group bacteria	Sphingobacterium sp. UBA6303	221389
prok:CFB group bacteria	Sphingobacterium sp. UBA6317	22186
prok:CFB group bacteria	Sphingobacterium sp. UBA6711	8184
prok:CFB group bacteria	Sphingobacterium sp. UBA6746	73470
prok:CFB group bacteria	Sphingobacterium sp. UBA6893	60129
prok:CFB group bacteria	Sphingobacterium sp. UBA7249	20353
prok:CFB group bacteria	Sphingobacterium sp. UBA7253	64491
prok:CFB group bacteria	Sphingobacterium sp. UBA7625	60456
prok:CFB group bacteria	Sphingobacterium sp. UBA7631	44104
prok:CFB group bacteria	Sphingobacterium sp. UBA7855	14778
prok:CFB group bacteria	Sphingobacterium spiritivorum	10919
prok:CFB group bacteria	Sphingobacterium tabacisoli	13433
prok:CFB group bacteria	Sphingobacterium thalpophilum	8803
prok:CFB group bacteria	Spirosoma aerolatum	2251
prok:CFB group bacteria	Spirosoma agri	1582
prok:CFB group bacteria	Spirosoma arboris	753
prok:CFB group bacteria	Spirosoma aureum	2798
prok:CFB group bacteria	Spirosoma endbachense	4111
prok:CFB group bacteria	Spirosoma endophyticum	284
prok:CFB group bacteria	Spirosoma fluviale	7990
prok:CFB group bacteria	Spirosoma lacussanchae	2098
prok:CFB group bacteria	Spirosoma montaniterrae	1692
prok:CFB group bacteria	Spirosoma panaciterrae	4283
prok:CFB group bacteria	Spirosoma pollinicola	3832
prok:CFB group bacteria	Spirosoma profusum	2890
prok:CFB group bacteria	Spirosoma radiotolerans	3139
prok:CFB group bacteria	Spirosoma sordidisoli	3493
prok:CFB group bacteria	Spirosoma sp.	2169
prok:CFB group bacteria	Spirosoma sp. 48-14	1992
prok:CFB group bacteria	Spirosoma sp. KNUC1025	971
prok:CFB group bacteria	Spirosoma spitsbergense	18275
prok:CFB group bacteria	Spirosoma taeanense	237
prok:CFB group bacteria	Spirosoma utsteinense	3017
prok:CFB group bacteria	Spirosoma validum	2446
prok:CFB group bacteria	Sporocytophaga sp.	258
prok:CFB group bacteria	Taibaiella chishuiensis	37306
prok:CFB group bacteria	Taibaiella helva	3544
prok:CFB group bacteria	Taibaiella koreensis	9345
prok:CFB group bacteria	Taibaiella soli	5595
prok:CFB group bacteria	Taibaiella sp.	2700
prok:CFB group bacteria	Taishania pollutisoli	970205
prok:CFB group bacteria	Tamlana agarivorans	762
prok:CFB group bacteria	Tannerella serpentiformis	724
prok:CFB group bacteria	Telluribacter humicola	5334
prok:CFB group bacteria	Tellurirhabdus rosea	3326
prok:CFB group bacteria	Tenacibaculum holothuriorum	292
prok:CFB group bacteria	Tenacibaculum jejuense	1192
prok:CFB group bacteria	Tenuifilum thalassicum	2666
prok:CFB group bacteria	Terrimonas ferruginea	1503
prok:CFB group bacteria	Terrimonas sp.	2277
prok:CFB group bacteria	Thermaurantimonas aggregans	274
prok:CFB group bacteria	Thermoflavifilum aggregans	431
prok:CFB group bacteria	Thermoflavifilum thermophilum	218
prok:CFB group bacteria	Vaginella massiliensis	772
prok:CFB group bacteria	Wenyingzhuangia aestuarii	1306
prok:CFB group bacteria	Wenyingzhuangia marina	207
prok:CFB group bacteria	Winogradskyella forsetii	1670
prok:CFB group bacteria	Winogradskyella sediminis	255
prok:CFB group bacteria	Xylanibacter muris	346
prok:CFB group bacteria	Yeosuana marina	752
prok:CFB group bacteria	Zhouia spongiae	555
prok:CFB group bacteria	n/a	65986
prok:a-proteobacteria	Acetobacter aceti	886
prok:a-proteobacteria	Acetobacter farinalis	74
prok:a-proteobacteria	Acetobacter ghanensis	359
prok:a-proteobacteria	Acetobacter oryzoeni	74
prok:a-proteobacteria	Acetobacter persici	1897
prok:a-proteobacteria	Acetobacter senegalensis	131
prok:a-proteobacteria	Acidiphilium multivorum	130
prok:a-proteobacteria	Acidiphilium sp. 20-67-58	1628
prok:a-proteobacteria	Acidisoma cellulosilyticum	631
prok:a-proteobacteria	Acidocella aromatica	65
prok:a-proteobacteria	Acidocella facilis	227
prok:a-proteobacteria	Actibacterium atlanticum	64
prok:a-proteobacteria	Acuticoccus kalidii	476
prok:a-proteobacteria	Acuticoccus kandeliae	4678
prok:a-proteobacteria	Acuticoccus mangrovi	817
prok:a-proteobacteria	Afifella pfennigii	1381
prok:a-proteobacteria	Afipia birgiae	5233915
prok:a-proteobacteria	Afipia broomeae	5969155
prok:a-proteobacteria	Afipia carboxidovorans	11222
prok:a-proteobacteria	Afipia clevelandensis	57274
prok:a-proteobacteria	Afipia felis	21532
prok:a-proteobacteria	Afipia massiliensis	686756
prok:a-proteobacteria	Afipia sp.	130158
prok:a-proteobacteria	Afipia sp. 64-13	2005
prok:a-proteobacteria	Agrobacterium deltaense	875171
prok:a-proteobacteria	Agrobacterium fabacearum	366874
prok:a-proteobacteria	Agrobacterium fabrum	27655
prok:a-proteobacteria	Agrobacterium rhizogenes	1761
prok:a-proteobacteria	Agrobacterium rosae	1621
prok:a-proteobacteria	Agrobacterium rubi	1192
prok:a-proteobacteria	Agrobacterium sp.	27394
prok:a-proteobacteria	Agrobacterium tomkonis	11964
prok:a-proteobacteria	Agrobacterium tumefaciens	668678
prok:a-proteobacteria	Agrobacterium vaccinii	40062
prok:a-proteobacteria	Agrobacterium vitis	4349
prok:a-proteobacteria	Aliidongia dinghuensis	16589
prok:a-proteobacteria	Aliiruegeria haliotis	770
prok:a-proteobacteria	Allosphingosinicella indica	202
prok:a-proteobacteria	Alteraurantiacibacter buctensis	2984
prok:a-proteobacteria	Altericroceibacterium spongiae	24238
prok:a-proteobacteria	Amaricoccus solimangrovi	1519
prok:a-proteobacteria	Amaricoccus sp.	1262
prok:a-proteobacteria	Aminobacter aganoensis	179187
prok:a-proteobacteria	Aminobacter aminovorans	5542
prok:a-proteobacteria	Aminobacter anthyllidis	10090
prok:a-proteobacteria	Aminobacter carboxidus	8918
prok:a-proteobacteria	Aminobacter ciceronei	12034
prok:a-proteobacteria	Aminobacter niigataensis	53861
prok:a-proteobacteria	Anaplasma phagocytophilum	64
prok:a-proteobacteria	Anaplasma platys	127
prok:a-proteobacteria	Ancylobacter aquaticus	676
prok:a-proteobacteria	Ancylobacter defluvii	999
prok:a-proteobacteria	Ancylobacter lacus	5630
prok:a-proteobacteria	Ancylobacter oerskovii	61724
prok:a-proteobacteria	Antarcticimicrobium luteum	21115
prok:a-proteobacteria	Antricoccus suffuscus	20796
prok:a-proteobacteria	Aquabacter cavernae	1346
prok:a-proteobacteria	Aquabacter spiritensis	913
prok:a-proteobacteria	Aquamicrobium aerolatum	3039
prok:a-proteobacteria	Aquamicrobium defluvii	2244
prok:a-proteobacteria	Aquamicrobium lusatiense	3183
prok:a-proteobacteria	Aquamicrobium zhengzhouense	909
prok:a-proteobacteria	Aquibium carbonis	3614
prok:a-proteobacteria	Aquibium oceanicum	3152
prok:a-proteobacteria	Arenibaculum pallidiluteum	504
prok:a-proteobacteria	Asaia bogorensis	65
prok:a-proteobacteria	Asticcacaulis solisilvae	958
prok:a-proteobacteria	Aurantiacibacter arachoides	212
prok:a-proteobacteria	Aurantiacibacter xanthus	272
prok:a-proteobacteria	Aurantiacibacter zhengii	3016
prok:a-proteobacteria	Aurantimonas aggregata	1747
prok:a-proteobacteria	Aurantimonas endophytica	1344
prok:a-proteobacteria	Aurantimonas manganoxydans	6494
prok:a-proteobacteria	Aurantimonas marina	645
prok:a-proteobacteria	Aureimonas altamirensis	1338
prok:a-proteobacteria	Aureimonas mangrovi	513
prok:a-proteobacteria	Aureimonas psammosilenae	20551
prok:a-proteobacteria	Aureimonas pseudogalii	667
prok:a-proteobacteria	Azorhizobium doebereinerae	295
prok:a-proteobacteria	Azorhizobium oxalatiphilum	3248
prok:a-proteobacteria	Azospirillum argentinense	895
prok:a-proteobacteria	Azospirillum lipoferum	2600
prok:a-proteobacteria	Azospirillum oleiclasticum	4187
prok:a-proteobacteria	Azospirillum oryzae	128
prok:a-proteobacteria	Azospirillum ramasamyi	228
prok:a-proteobacteria	Azospirillum sp.	219
prok:a-proteobacteria	Azospirillum thiophilum	691
prok:a-proteobacteria	Bartonella australis	1294
prok:a-proteobacteria	Bartonella harrusi	3129
prok:a-proteobacteria	Belnapia moabensis	7017
prok:a-proteobacteria	Belnapia rosea	1585
prok:a-proteobacteria	Blastochloris sulfoviridis	1640
prok:a-proteobacteria	Blastochloris tepida	1465
prok:a-proteobacteria	Blastochloris viridis	80
prok:a-proteobacteria	Blastomonas fulva	1532
prok:a-proteobacteria	Bosea caraganae	4447
prok:a-proteobacteria	Bosea lathyri	6433
prok:a-proteobacteria	Bosea lupini	13401
prok:a-proteobacteria	Bosea minatitlanensis	1114
prok:a-proteobacteria	Bosea psychrotolerans	213
prok:a-proteobacteria	Bosea robiniae	2984
prok:a-proteobacteria	Bosea sp.	4826
prok:a-proteobacteria	Bosea sp. 67-29	1430
prok:a-proteobacteria	Bosea spartocytisi	15701
prok:a-proteobacteria	Bosea thiooxidans	9380
prok:a-proteobacteria	Bosea vaviloviae	1186
prok:a-proteobacteria	Bradyrhizobium acaciae	69656
prok:a-proteobacteria	Bradyrhizobium aeschynomenes	1960
prok:a-proteobacteria	Bradyrhizobium agreste	2109
prok:a-proteobacteria	Bradyrhizobium algeriense	5868
prok:a-proteobacteria	Bradyrhizobium altum	107621
prok:a-proteobacteria	Bradyrhizobium arachidis	1581
prok:a-proteobacteria	Bradyrhizobium archetypum	796
prok:a-proteobacteria	Bradyrhizobium australiense	511
prok:a-proteobacteria	Bradyrhizobium barranii	61315
prok:a-proteobacteria	Bradyrhizobium betae	423866
prok:a-proteobacteria	Bradyrhizobium brasilense	51751
prok:a-proteobacteria	Bradyrhizobium cajani	8055
prok:a-proteobacteria	Bradyrhizobium campsiandrae	499903
prok:a-proteobacteria	Bradyrhizobium canariense	7487
prok:a-proteobacteria	Bradyrhizobium cenepequi	32397
prok:a-proteobacteria	Bradyrhizobium centrolobii	2508
prok:a-proteobacteria	Bradyrhizobium centrosematis	5744
prok:a-proteobacteria	Bradyrhizobium cosmicum	8829
prok:a-proteobacteria	Bradyrhizobium cytisi	76113
prok:a-proteobacteria	Bradyrhizobium daqingense	38087
prok:a-proteobacteria	Bradyrhizobium denitrificans	253330
prok:a-proteobacteria	Bradyrhizobium diazoefficiens	4759
prok:a-proteobacteria	Bradyrhizobium diversitatis	4323860
prok:a-proteobacteria	Bradyrhizobium elkanii	80082
prok:a-proteobacteria	Bradyrhizobium embrapense	83725
prok:a-proteobacteria	Bradyrhizobium erythrophlei	3267
prok:a-proteobacteria	Bradyrhizobium forestalis	1604511
prok:a-proteobacteria	Bradyrhizobium frederickii	74037
prok:a-proteobacteria	Bradyrhizobium glycinis	71887
prok:a-proteobacteria	Bradyrhizobium guangdongense	122636
prok:a-proteobacteria	Bradyrhizobium guangxiense	254866
prok:a-proteobacteria	Bradyrhizobium guangzhouense	3907
prok:a-proteobacteria	Bradyrhizobium hereditatis	1348
prok:a-proteobacteria	Bradyrhizobium hipponense	28833
prok:a-proteobacteria	Bradyrhizobium huanghuaihaiense	117264
prok:a-proteobacteria	Bradyrhizobium icense	6531
prok:a-proteobacteria	Bradyrhizobium iriomotense	2853
prok:a-proteobacteria	Bradyrhizobium ivorense	65387
prok:a-proteobacteria	Bradyrhizobium japonicum	42679
prok:a-proteobacteria	Bradyrhizobium jicamae	7357
prok:a-proteobacteria	Bradyrhizobium lablabi	12687
prok:a-proteobacteria	Bradyrhizobium liaoningense	11819
prok:a-proteobacteria	Bradyrhizobium macuxiense	13996
prok:a-proteobacteria	Bradyrhizobium manausense	6706
prok:a-proteobacteria	Bradyrhizobium mercantei	154505
prok:a-proteobacteria	Bradyrhizobium murdochi	4215
prok:a-proteobacteria	Bradyrhizobium nanningense	2251
prok:a-proteobacteria	Bradyrhizobium neotropicale	3406
prok:a-proteobacteria	Bradyrhizobium niftali	51857
prok:a-proteobacteria	Bradyrhizobium nitroreducens	29596
prok:a-proteobacteria	Bradyrhizobium oligotrophicum	350
prok:a-proteobacteria	Bradyrhizobium oropedii	130728
prok:a-proteobacteria	Bradyrhizobium ottawaense	4357
