kindom	simplified_tax_name	contamination
prok	Avrilella dinanensis	1123
prok	Azoarcus indigens	730
prok	Azoarcus olearius	7376
prok	Azohydromonas aeria	2835
prok	Azohydromonas australica	10662
prok	Azohydromonas caseinilytica	3227
prok	Azohydromonas lata	11063
prok	Azomonas macrocytogenes	1661
prok	Azorhizobium doebereinerae	295
prok	Azorhizobium oxalatiphilum	3248
prok	Azospira oryzae	3097
prok	Azospira restricta	215
prok	Azospirillum argentinense	895
prok	Azospirillum lipoferum	2600
prok	Azospirillum oleiclasticum	4187
prok	Azospirillum oryzae	128
prok	Azospirillum ramasamyi	228
prok	Azospirillum sp.	219
prok	Azospirillum thiophilum	691
prok	Azotobacter beijerinckii	3187
prok	Azotobacter vinelandii	1482
prok	Bacillus alkalicola	1069
prok	Bacillus cereus	278
prok	Bacillus dafuensis	819
prok	Bacillus intermedius	1188
prok	Bacillus massiliigabonensis	1227
prok	Bacillus nakamurai	1613
prok	Bacillus paranthracis	3868
prok	Bacillus suaedae	1302
prok	Bacillus subtilis	1707
prok	Bacillus taeanensis	246
prok	Bacillus thermozeamaize	703
prok	Bacillus velezensis	5542
prok	Bacteroides acidifaciens	367
prok	Bacteroides caecimuris	2464
prok	Bacteroides cellulosilyticus	327
prok	Bacteroides congonensis	37567
prok	Bacteroides coprosuis	1618
prok	Bacteroides cutis	6337
prok	Bacteroides faecis	1022
prok	Bacteroides finegoldii	12322
prok	Bacteroides fluxus	1674
prok	Bacteroides fragilis	26893
prok	Bacteroides graminisolvens	388
prok	Bacteroides heparinolyticus	519
prok	Bacteroides ilei	1059
prok	Bacteroides koreensis	34661
prok	Bacteroides luhongzhouii	29197
prok	Bacteroides mediterraneensis	265
prok	Bacteroides muris	1387
prok	Bacteroides oleiciplenus	2331
prok	Bacteroides ovatus	33886
prok	Bacteroides propionicigenes	315958
prok	Bacteroides pyogenes	682
prok	Bacteroides reticulotermitis	875
prok	Bacteroides salyersiae	8768
prok	Bacteroides sp.	2107
prok	Bacteroides stercorirosoris	1889
prok	Bacteroides stercoris	1807
prok	Bacteroides thetaiotaomicron	1581
prok	Bacteroides timonensis	1192
prok	Bacteroides uniformis	2582
prok	Bacteroides xylanisolvens	13337
prok	Bacteroides zhangwenhongii	1839
prok	Bailinhaonella thermotolerans	1191
prok	Balneicella halophila	1089
prok	Bariatricus massiliensis	1001
prok	Bartonella australis	1294
prok	Bartonella harrusi	3129
prok	Beggiatoa leptomitoformis	333
prok	Belliella baltica	1049
prok	Belliella kenyensis	200
prok	Belnapia moabensis	7017
prok	Belnapia rosea	1585
prok	Bernardetia litoralis	3581
prok	Beutenbergia cavernae	746
prok	Bianquea renquensis	1544
prok	Bifidobacterium adolescentis	2119
prok	Bifidobacterium castoris	1180
prok	Bifidobacterium longum	764
prok	Bifidobacterium pseudocatenulatum	1547
prok	Bifidobacterium ruminantium	1031
prok	Bilophila sp.	869
prok	Bilophila wadsworthia	1021
prok	Bizionia paragorgiae	5196
prok	Blastochloris sulfoviridis	1640
prok	Blastochloris tepida	1465
prok	Blastochloris viridis	80
prok	Blastomonas fulva	1532
prok	Blastopirellula marina	234
prok	Blautia acetigignens	6160
prok	Blautia ammoniilytica	468
prok	Blautia argi	52883
prok	Blautia caecimuris	15433
prok	Blautia coccoides	348
prok	Blautia faecis	6981
prok	Blautia hansenii	5102
prok	Blautia hominis	3350
prok	Blautia liquoris	796
prok	Blautia luti	305
prok	Blautia marasmi	616
prok	Blautia obeum	1156
prok	Blautia sp.	11595
prok	Blautia stercoris	1213
prok	Blautia wexlerae	1983
prok	Bordetella ansorpii	10594
prok	Bordetella bronchialis	1583
prok	Bordetella bronchiseptica	543
prok	Bordetella flabilis	13767
prok	Bordetella hinzii	4449
prok	Bordetella petrii	1133
prok	Bordetella pseudohinzii	2144
prok	Bordetella sp.	59876
prok	Bordetella trematum	1627
prok	Bosea caraganae	4447
prok	Bosea lathyri	6433
prok	Bosea lupini	13401
prok	Bosea minatitlanensis	1114
prok	Bosea psychrotolerans	213
prok	Bosea robiniae	2984
prok	Bosea sp.	6256
prok	Bosea spartocytisi	15701
prok	Bosea thiooxidans	9380
prok	Bosea vaviloviae	1186
prok	Botryobacter ruber	267
prok	Bowdeniella nasicola	3900
prok	Brachybacterium epidermidis	2109
prok	Brachybacterium faecium	629
prok	Brachybacterium kimchii	3336
prok	Brachybacterium massiliense	2630
prok	Brachybacterium phenoliresistens	4749
prok	Brachybacterium tyrofermentans	317
prok	Brachymonas chironomi	3701
prok	Brachymonas sp.	865
prok	Brachyspira intermedia	508
prok	Bradyrhizobium acaciae	69656
prok	Bradyrhizobium aeschynomenes	1960
prok	Bradyrhizobium agreste	2109
prok	Bradyrhizobium algeriense	5868
prok	Bradyrhizobium altum	107621
prok	Bradyrhizobium arachidis	1581
prok	Bradyrhizobium archetypum	796
prok	Bradyrhizobium australiense	511
prok	Bradyrhizobium barranii	61315
prok	Bradyrhizobium betae	423866
prok	Bradyrhizobium brasilense	51751
prok	Bradyrhizobium cajani	8055
prok	Bradyrhizobium campsiandrae	499903
prok	Bradyrhizobium canariense	7487
prok	Bradyrhizobium cenepequi	32397
prok	Bradyrhizobium centrolobii	2508
prok	Bradyrhizobium centrosematis	5744
prok	Bradyrhizobium cosmicum	8829
prok	Bradyrhizobium cytisi	76113
prok	Bradyrhizobium daqingense	38087
prok	Bradyrhizobium denitrificans	253330
prok	Bradyrhizobium diazoefficiens	4759
prok	Bradyrhizobium diversitatis	4323860
prok	Bradyrhizobium elkanii	80082
prok	Bradyrhizobium embrapense	83725
prok	Bradyrhizobium erythrophlei	3267
prok	Bradyrhizobium forestalis	1604511
prok	Bradyrhizobium frederickii	74037
prok	Bradyrhizobium glycinis	71887
prok	Bradyrhizobium guangdongense	122636
prok	Bradyrhizobium guangxiense	254866
prok	Bradyrhizobium guangzhouense	3907
prok	Bradyrhizobium hereditatis	1348
prok	Bradyrhizobium hipponense	28833
prok	Bradyrhizobium huanghuaihaiense	117264
prok	Bradyrhizobium icense	6531
prok	Bradyrhizobium iriomotense	2853
prok	Bradyrhizobium ivorense	65387
prok	Bradyrhizobium japonicum	42679
prok	Bradyrhizobium jicamae	7357
prok	Bradyrhizobium lablabi	12687
prok	Bradyrhizobium liaoningense	11819
prok	Bradyrhizobium macuxiense	13996
prok	Bradyrhizobium manausense	6706
prok	Bradyrhizobium mercantei	154505
prok	Bradyrhizobium murdochi	4215
prok	Bradyrhizobium nanningense	2251
prok	Bradyrhizobium neotropicale	3406
prok	Bradyrhizobium niftali	51857
prok	Bradyrhizobium nitroreducens	29596
prok	Bradyrhizobium oligotrophicum	350
prok	Bradyrhizobium oropedii	130728
prok	Bradyrhizobium ottawaense	4357
prok	Bradyrhizobium pachyrhizi	50568
prok	Bradyrhizobium paxllaeri	19456
prok	Bradyrhizobium quebecense	115382
prok	Bradyrhizobium retamae	4654
prok	Bradyrhizobium rifense	21302
prok	Bradyrhizobium sacchari	946
prok	Bradyrhizobium sediminis	3475
prok	Bradyrhizobium semiaridum	14326
prok	Bradyrhizobium septentrionale	70295
prok	Bradyrhizobium shewense	1140
prok	Bradyrhizobium sp.	358405
prok	Bradyrhizobium stylosanthis	11513
prok	Bradyrhizobium symbiodeficiens	9507
prok	Bradyrhizobium tropiciagri	370552
prok	Bradyrhizobium uaiense	88880
prok	Bradyrhizobium valentinum	40723
prok	Bradyrhizobium vignae	66705
prok	Bradyrhizobium viridifuturi	561427
prok	Bradyrhizobium yuanmingense	101984
prok	Bradyrhizobium zhanjiangense	26948
prok	Brenneria alni	7787
prok	Brenneria salicis	11903
prok	Brenneria tiliae	761
prok	Breoghania corrubedonensis	9885
prok	Brevibacillus agri	290
prok	Brevibacillus antibioticus	265
prok	Brevibacillus brevis	782
prok	Brevibacillus composti	1857
prok	Brevibacillus dissolubilis	2165
prok	Brevibacillus migulae	308
prok	Brevibacillus parabrevis	1823
prok	Brevibacterium atlanticum	2611
prok	Brevibacterium aurantiacum	1157
prok	Brevibacterium casei	128264
prok	Brevibacterium celere	2050
prok	Brevibacterium iodinum	557
prok	Brevibacterium marinum	1097
prok	Brevibacterium oceani	1564
prok	Brevibacterium pigmentatum	1024
prok	Brevibacterium renqingii	18811
prok	Brevibacterium sediminis	1156
prok	Brevibacterium siliguriense	1072
prok	Brevibacterium sp.	2712
prok	Brevifollis gellanilyticus	4136
prok	Brevundimonas abyssalis	1143
prok	Brevundimonas alba	1580
prok	Brevundimonas albigilva	1990
prok	Brevundimonas aveniformis	520
prok	Brevundimonas basaltis	3254
prok	Brevundimonas bullata	173317
prok	Brevundimonas denitrificans	644
prok	Brevundimonas diminuta	284933
prok	Brevundimonas fluminis	6615
prok	Brevundimonas goettingensis	1134
prok	Brevundimonas guildfordensis	236118
prok	Brevundimonas huaxiensis	1230
prok	Brevundimonas lenta	6541
prok	Brevundimonas lutea	1173
prok	Brevundimonas mediterranea	1537
prok	Brevundimonas naejangsanensis	1274869
prok	Brevundimonas poindexterae	1174
prok	Brevundimonas pondensis	121849
prok	Brevundimonas sp.	816718
prok	Brevundimonas subvibrioides	507
prok	Brevundimonas terrae	521
prok	Brevundimonas variabilis	689
prok	Brevundimonas vesicularis	863
prok	Brevundimonas viscosa	3205
prok	Brochothrix thermosphacta	5234
prok	Brooklawnia cerclae	1015
prok	Brotolimicola acetigignens	3727
prok	Brotonthovivens ammoniilytica	2119
prok	Brucella anthropi	1874971
prok	Brucella cytisi	42674
prok	Brucella daejeonensis	15754
prok	Brucella endophytica	2435
prok	Brucella gallinifaecis	27600
prok	Brucella grignonensis	14585
prok	Brucella haematophila	10753
prok	Brucella intermedia	16736
prok	Brucella melitensis	1601
prok	Brucella oryzae	29875
prok	Brucella pecoris	8231
prok	Brucella pituitosa	38099
prok	Brucella pseudintermedia	613
prok	Brucella pseudogrignonensis	1009131
prok	Brucella rhizosphaerae	217816
prok	Brucella thiophenivorans	69689
prok	Brucella tritici	44335
prok	Brumimicrobium aurantiacum	1292
prok	Burkholderia aenigmatica	3864
prok	Burkholderia ambifaria	1631
prok	Burkholderia anthina	4970
prok	Burkholderia arboris	1798
prok	Burkholderia cenocepacia	499
prok	Burkholderia cepacia	845
prok	Burkholderia contaminans	35236
prok	Burkholderia diffusa	461
prok	Burkholderia gladioli	515
prok	Burkholderia humptydooensis	481
prok	Burkholderia lata	6172
prok	Burkholderia latens	514
prok	Burkholderia mayonis	430
prok	Burkholderia metallica	478
prok	Burkholderia oklahomensis	793
prok	Burkholderia paludis	8728
prok	Burkholderia plantarii	1361
prok	Burkholderia pseudomallei	641
prok	Burkholderia pseudomultivorans	4172
prok	Burkholderia puraquae	4145
prok	Burkholderia savannae	822
prok	Burkholderia seminalis	735
prok	Burkholderia stabilis	3404
prok	Burkholderia territorii	1105
prok	Buttiauxella agrestis	955
prok	Buttiauxella gaviniae	4646
prok	Buttiauxella noackiae	1375
prok	Buttiauxella sp.	1137
prok	Buttiauxella warmboldiae	3126
prok	Butyricicoccus faecihominis	348
prok	Butyricicoccus porcorum	344
prok	Butyricicoccus pullicaecorum	15248
prok	Butyricimonas faecalis	4196
prok	Butyricimonas virosa	1241
prok	Butyrivibrio fibrisolvens	3970
prok	Butyrivibrio hungatei	540
prok	Caballeronia arationis	1430
prok	Caballeronia cordobensis	4111
prok	Caballeronia fortuita	708
prok	Caballeronia glebae	1251
prok	Caballeronia sordidicola	236
prok	Caballeronia temeraria	4668
prok	Caballeronia udeis	237
prok	Caedibacter sp.	27024
prok	Caenibius tardaugens	614
prok	Caenimonas koreensis	76147
prok	Caenimonas soli	217224
prok	Caldibacillus lycopersici	4174
prok	Caldibacillus pasinlerensis	1110
prok	Caldimonas manganoxidans	779
prok	Calidifontimicrobium sediminis	760
prok	Caloramator mitchellensis	2905
prok	Camelimonas fluminis	28556
prok	Camelimonas lactis	2562
prok	Campylobacter coli	495
prok	Campylobacter helveticus	761
prok	Campylobacter jejuni	4801
prok	Campylobacter massiliensis	261
prok	Campylobacter rectus	593
prok	Campylobacter upsaliensis	10407
prok	Campylobacter vulpis	272
prok	Candidatus Accumulibacter	4906
prok	Candidatus Agathobaculum	440
prok	Candidatus Alistipes	6376
prok	Candidatus Amulumruptor	304
prok	Candidatus Anaerobiospirillum	545
prok	Candidatus Anaerobutyricum	3576
prok	Candidatus Aphodovivens	617
prok	Candidatus Aquabacterium	3653420
prok	Candidatus Avilachnospira	252
prok	Candidatus Azobacteroides	1067
prok	Candidatus Bacteroides	46064
prok	Candidatus Barnesiella	724
prok	Candidatus Blautia	7029
prok	Candidatus Brachybacter	1490
prok	Candidatus Brachybacterium	561
prok	Candidatus Brocadia	12129
prok	Candidatus Burkholderia	421
prok	Candidatus Butyricicoccus	2273
prok	Candidatus Caccousia	3716
prok	Candidatus Choladousia	809
prok	Candidatus Cibiobacter	589
prok	Candidatus Competibacter	555
prok	Candidatus Coprenecus	685
prok	Candidatus Coproplasma	2098
prok	Candidatus Cryptobacteroides	8618
prok	Candidatus Didemnitutus	6783
